number,sharpe_ratio,calmar_ratio,total_return,datetime_start,datetime_complete,duration,params_bb_middlelines,params_bb_multiply,params_bb_timeperiod,params_channel_middlelines,params_channel_multiply,params_channel_timeperiod,system_attrs_nsga2:generation,state
765,0.5898161419091746,0.45177365691615096,1.0711401383766685,2023-11-29 20:17:54.758838,2023-11-29 20:17:55.270418,0 days 00:00:00.511580,0,2.0314606583494106,23,EMA,2.659735137895453,37,13,COMPLETE
766,0.49129553041180013,0.24371775915397295,0.5470405411789714,2023-11-29 20:17:55.272251,2023-11-29 20:17:55.918819,0 days 00:00:00.646568,0,2.975934524357468,22,WMA,2.507295573400313,35,13,COMPLETE
767,0.7392722752009492,0.5538893391490852,1.7654491436029327,2023-11-29 20:17:55.919848,2023-11-29 20:17:56.509822,0 days 00:00:00.589974,2,1.8317427653580092,17,EMA,2.0873543358768982,55,13,COMPLETE
768,0.894004218792061,0.8096931229128437,2.6055890569681996,2023-11-29 20:17:56.511816,2023-11-29 20:17:57.003515,0 days 00:00:00.491699,0,1.0982249699721076,24,EMA,1.108096166301936,44,13,COMPLETE
769,0.500341721320568,0.26567394269058836,0.796034385613691,2023-11-29 20:17:57.004512,2023-11-29 20:17:57.567899,0 days 00:00:00.563387,1,1.0982249699721076,17,SMA,1.1500714956806186,36,13,COMPLETE
770,0.7608545294961575,0.631433030073811,1.6976132340238275,2023-11-29 20:17:57.568896,2023-11-29 20:17:58.113654,0 days 00:00:00.544758,1,1.4622645671961683,27,WMA,1.4685158940992906,51,13,COMPLETE
771,0.38636245053895824,0.15560143097608795,0.47758514399354224,2023-11-29 20:17:58.115614,2023-11-29 20:17:58.647477,0 days 00:00:00.531863,0,1.0982249699721076,17,WMA,1.1265247796843285,30,13,COMPLETE
772,0.9484876756752133,0.9262530870901301,2.8209233121010344,2023-11-29 20:17:58.648512,2023-11-29 20:17:59.233098,0 days 00:00:00.584586,2,1.8833387247604287,14,WMA,1.8413673091400447,35,13,COMPLETE
773,-0.20739629578643345,-0.15111113589752434,-0.42410980891444416,2023-11-29 20:17:59.234063,2023-11-29 20:17:59.751383,0 days 00:00:00.517320,1,1.5897149700444535,11,WMA,2.215826415402817,31,13,COMPLETE
774,0.986751204239128,0.9994114982978749,3.1917629516883164,2023-11-29 20:17:59.753380,2023-11-29 20:18:00.323844,0 days 00:00:00.570464,0,2.0314606583494106,23,WMA,1.7198227018691623,37,13,COMPLETE
775,-0.020719101734142324,-0.038827343238589065,-0.06311553925375947,2023-11-29 20:18:00.324842,2023-11-29 20:18:00.623124,0 days 00:00:00.298282,1,1.9418693743491882,27,SMA,1.1500714956806186,44,13,COMPLETE
776,0.07456402105910218,-0.03388963235957722,-0.0867347424928218,2023-11-29 20:18:00.624118,2023-11-29 20:18:01.142645,0 days 00:00:00.518527,1,1.4236903654433875,31,WMA,2.215826415402817,33,13,COMPLETE
777,0.3456252076934246,0.15880637921419832,0.3667458008865981,2023-11-29 20:18:01.143644,2023-11-29 20:18:01.704627,0 days 00:00:00.560983,2,1.0982249699721076,17,WMA,1.8767446415698397,44,13,COMPLETE
778,1.013266111511884,1.0761588740886516,3.611583238321237,2023-11-29 20:18:01.705623,2023-11-29 20:18:02.256817,0 days 00:00:00.551194,2,1.8317427653580092,17,EMA,2.0873543358768982,38,13,COMPLETE
779,0.42724502730725394,0.19934806198501778,0.4567142623598107,2023-11-29 20:18:02.258818,2023-11-29 20:18:02.864809,0 days 00:00:00.605991,1,1.8317427653580092,23,SMA,2.0873543358768982,35,13,COMPLETE
780,0.8796050167967837,1.2374738983157918,2.311336486085734,2023-11-29 20:18:02.865806,2023-11-29 20:18:03.399427,0 days 00:00:00.533621,0,1.721957407597513,28,WMA,1.8767446415698397,35,13,COMPLETE
781,0.8855790286325073,0.8761474705353269,2.582624353741532,2023-11-29 20:18:03.400423,2023-11-29 20:18:03.957113,0 days 00:00:00.556690,2,1.8317427653580092,17,WMA,1.7468151091013135,38,13,COMPLETE
782,0.587157013820557,0.4299444016307538,0.9887749659051391,2023-11-29 20:18:03.958116,2023-11-29 20:18:04.475352,0 days 00:00:00.517236,0,2.051081235786714,23,EMA,2.507295573400313,35,13,COMPLETE
783,0.9815765140138945,0.9786178726778155,3.083519679482289,2023-11-29 20:18:04.476868,2023-11-29 20:18:04.997063,0 days 00:00:00.520195,1,2.4002209993949415,31,WMA,2.2238723783688106,35,13,COMPLETE
784,0.8403600194564578,0.6778509716192707,1.7544181638023282,2023-11-29 20:18:04.998061,2023-11-29 20:18:05.512059,0 days 00:00:00.513998,0,1.721957407597513,31,WMA,1.4685158940992906,51,13,COMPLETE
785,1.1754978740998066,1.3800544534889188,5.621786146349051,2023-11-29 20:18:05.513224,2023-11-29 20:18:06.018370,0 days 00:00:00.505146,0,1.9418693743491882,16,WMA,1.7223010809529486,45,13,COMPLETE
786,0.7744496577923952,0.6054656434800589,1.4939507916798618,2023-11-29 20:18:06.019367,2023-11-29 20:18:06.671158,0 days 00:00:00.651791,0,2.0314606583494106,17,EMA,1.7198227018691623,37,14,COMPLETE
787,0.31560339527687425,0.10414831831248518,0.25943364966938703,2023-11-29 20:18:06.673120,2023-11-29 20:18:07.073770,0 days 00:00:00.400650,1,2.051081235786714,22,EMA,1.1500714956806186,44,14,COMPLETE
788,1.252127505407063,1.4196680482799582,5.929187476034567,2023-11-29 20:18:07.074799,2023-11-29 20:18:07.620788,0 days 00:00:00.545989,1,1.4401922904052193,60,EMA,2.215826415402817,30,14,COMPLETE
789,0.38814847788313894,0.23054042273164088,0.38802519755691267,2023-11-29 20:18:07.622815,2023-11-29 20:18:08.115100,0 days 00:00:00.492285,2,1.8317427653580092,17,EMA,2.5877337516802914,11,14,COMPLETE
790,0.911048746639936,0.6404049682636161,3.3369229062878185,2023-11-29 20:18:08.116066,2023-11-29 20:18:08.550451,0 days 00:00:00.434385,1,1.3379339698130135,17,EMA,1.1544810312625282,44,14,COMPLETE
791,0.0677480638595403,-0.03961224348957461,-0.07244654303575515,2023-11-29 20:18:08.551415,2023-11-29 20:18:09.141382,0 days 00:00:00.589967,2,1.8317427653580092,23,EMA,2.0873543358768982,13,14,COMPLETE
792,0.8651614155658207,1.1032528563989574,2.14938618395805,2023-11-29 20:18:09.142380,2023-11-29 20:18:09.686186,0 days 00:00:00.543806,0,1.721957407597513,31,WMA,1.8767446415698397,33,14,COMPLETE
793,,,,2023-11-29 20:18:09.687185,2023-11-29 20:18:09.798464,0 days 00:00:00.111279,0,2.300993380853249,47,WMA,1.5766606129001302,25,14,FAIL
794,-0.044938788014032484,-0.08848063629134438,-0.19055408077793018,2023-11-29 20:18:09.801465,2023-11-29 20:18:10.381412,0 days 00:00:00.579947,1,1.444444169391226,34,EMA,2.215826415402817,54,14,COMPLETE
795,1.021075370701835,1.0363341387766727,3.389687868813943,2023-11-29 20:18:10.383372,2023-11-29 20:18:10.914964,0 days 00:00:00.531592,0,1.3379339698130135,17,WMA,1.2344780146227183,44,14,COMPLETE
796,0.7910902503785046,0.6653856869179237,1.9286512589178588,2023-11-29 20:18:10.915996,2023-11-29 20:18:11.421185,0 days 00:00:00.505189,2,1.8833387247604287,16,WMA,1.7223010809529486,45,14,COMPLETE
797,,,,2023-11-29 20:18:11.422181,2023-11-29 20:18:11.518505,0 days 00:00:00.096324,0,1.9418693743491882,59,WMA,1.1265247796843285,45,14,FAIL
798,0.15310612537113247,-0.01661833673329485,-0.04015035132892379,2023-11-29 20:18:11.520511,2023-11-29 20:18:12.096384,0 days 00:00:00.575873,0,2.2954390879623316,11,WMA,1.8413673091400447,35,14,COMPLETE
799,0.17746446086874879,0.06509298816720349,0.06828164241812758,2023-11-29 20:18:12.097388,2023-11-29 20:18:12.735206,0 days 00:00:00.637818,0,2.4002209993949415,16,WMA,1.1265247796843285,33,14,COMPLETE
800,,,,2023-11-29 20:18:12.737200,2023-11-29 20:18:12.850481,0 days 00:00:00.113281,2,2.382620752892204,27,EMA,1.1265247796843285,38,14,FAIL
801,0.6944058179620248,0.6311788268767256,1.4505743833152662,2023-11-29 20:18:12.851440,2023-11-29 20:18:13.372916,0 days 00:00:00.521476,1,1.3379339698130135,17,EMA,2.215826415402817,44,14,COMPLETE
802,0.8818599919454757,0.5826698170368448,2.244557758070864,2023-11-29 20:18:13.373913,2023-11-29 20:18:13.686988,0 days 00:00:00.313075,0,2.4207409171988923,23,WMA,1.3355133349704167,54,14,COMPLETE
803,-0.24969816756430693,-0.13617807996556977,-0.3176812978650962,2023-11-29 20:18:13.687993,2023-11-29 20:18:14.268981,0 days 00:00:00.580988,2,1.8833387247604287,11,WMA,2.658619253923856,45,14,COMPLETE
804,0.6667512557577112,0.41519610903031373,1.6268607703987255,2023-11-29 20:18:14.269978,2023-11-29 20:18:14.775042,0 days 00:00:00.505064,0,1.8317427653580092,17,WMA,1.8767446415698397,38,14,COMPLETE
805,0.8870225482670907,1.0755457311412095,2.614814150574392,2023-11-29 20:18:14.777037,2023-11-29 20:18:15.321141,0 days 00:00:00.544104,0,1.8833387247604287,10,WMA,1.8413673091400447,33,14,COMPLETE
806,0.9462847947308172,0.6515146098322999,3.4341063235802984,2023-11-29 20:18:15.322156,2023-11-29 20:18:15.837600,0 days 00:00:00.515444,0,1.8833387247604287,27,WMA,1.3505188654193436,45,14,COMPLETE
807,0.837802434647244,0.8120458261429352,2.295452757660186,2023-11-29 20:18:15.838597,2023-11-29 20:18:16.516288,0 days 00:00:00.677691,2,1.8317427653580092,17,SMA,2.0873543358768982,38,14,COMPLETE
808,0.059119136207634815,-0.045632748786737405,-0.14517777602917903,2023-11-29 20:18:16.516288,2023-11-29 20:18:17.017250,0 days 00:00:00.500962,2,1.4401922904052193,60,EMA,1.740682684784837,30,14,COMPLETE
809,0.4884569007475386,0.24158450445054155,0.6049502968142073,2023-11-29 20:18:17.019244,2023-11-29 20:18:17.627017,0 days 00:00:00.607773,1,1.8833387247604287,17,EMA,1.8413673091400447,58,14,COMPLETE
810,0.8818599919454757,0.5826698170368448,2.244557758070864,2023-11-29 20:18:17.628015,2023-11-29 20:18:17.964134,0 days 00:00:00.336119,1,1.8833387247604287,31,EMA,1.1544810312625282,36,14,COMPLETE
811,0.6531966324963546,0.43690057235511104,1.3750946918110785,2023-11-29 20:18:17.966129,2023-11-29 20:18:18.522594,0 days 00:00:00.556465,0,1.8833387247604287,28,WMA,1.5976414386956457,35,14,COMPLETE
812,0.965529813030948,0.8724468704774584,2.99539524611059,2023-11-29 20:18:18.523592,2023-11-29 20:18:19.091562,0 days 00:00:00.567970,1,1.4401922904052193,25,EMA,1.1666170826257503,25,14,COMPLETE
813,0.3971886780290265,0.23619096792444091,0.4776259438713831,2023-11-29 20:18:19.093555,2023-11-29 20:18:19.653436,0 days 00:00:00.559881,1,1.8833387247604287,11,WMA,1.1265247796843285,35,14,COMPLETE
814,,,,2023-11-29 20:18:19.654466,2023-11-29 20:18:20.085250,0 days 00:00:00.430784,2,1.8833387247604287,49,WMA,1.8413673091400447,54,14,FAIL
815,0.5697572882483809,0.3633452739837955,0.9853197560014729,2023-11-29 20:18:20.088250,2023-11-29 20:18:20.733915,0 days 00:00:00.645665,2,1.8281532533622022,17,EMA,2.215826415402817,31,14,COMPLETE
816,0.8336211495173134,0.73124956265149,1.9603357236408039,2023-11-29 20:18:20.735911,2023-11-29 20:18:21.331234,0 days 00:00:00.595323,1,2.4207409171988923,34,WMA,2.215826415402817,54,14,COMPLETE
817,0.6011481610322061,0.356745482858143,1.200467325816835,2023-11-29 20:18:21.332267,2023-11-29 20:18:21.896070,0 days 00:00:00.563803,0,1.8833387247604287,27,EMA,1.8413673091400447,26,14,COMPLETE
818,0.7468574155652877,0.4801532695240221,2.1163031975776225,2023-11-29 20:18:21.898076,2023-11-29 20:18:22.419182,0 days 00:00:00.521106,0,1.9418693743491882,27,WMA,1.4685158940992906,51,14,COMPLETE
819,0.9754801854780509,0.8365828925162689,2.403087303704832,2023-11-29 20:18:22.420021,2023-11-29 20:18:22.989826,0 days 00:00:00.569805,1,1.4236903654433875,27,EMA,1.1265247796843285,31,14,COMPLETE
820,0.8588534723116532,0.8068345428306456,2.2729517983434633,2023-11-29 20:18:22.990900,2023-11-29 20:18:23.592379,0 days 00:00:00.601479,1,2.4207409171988923,23,EMA,2.0873543358768982,31,14,COMPLETE
821,0.5151964069165486,0.251955981106015,0.8630262094566991,2023-11-29 20:18:23.593423,2023-11-29 20:18:24.153371,0 days 00:00:00.559948,1,1.0982249699721076,17,SMA,1.1500714956806186,37,14,COMPLETE
822,0.11914183083573278,-0.01788607664377216,-0.05749148266284266,2023-11-29 20:18:24.155368,2023-11-29 20:18:24.645501,0 days 00:00:00.490133,0,1.8317427653580092,58,WMA,2.126755024442815,33,14,COMPLETE
823,0.5591957464949145,0.3073056100128308,1.008623121028526,2023-11-29 20:18:24.646500,2023-11-29 20:18:25.174953,0 days 00:00:00.528453,0,1.8833387247604287,11,WMA,1.7198227018691623,37,14,COMPLETE
824,0.8708268831544043,0.8434099220746445,2.3684687903330746,2023-11-29 20:18:25.175966,2023-11-29 20:18:25.762200,0 days 00:00:00.586234,0,1.9418693743491882,11,WMA,1.8413673091400447,35,14,COMPLETE
825,0.7311473991149864,0.49348224387410805,1.5662664778497792,2023-11-29 20:18:25.764157,2023-11-29 20:18:26.327793,0 days 00:00:00.563636,0,1.8248951854265372,11,EMA,1.7198227018691623,37,14,COMPLETE
826,0.23426768172098253,0.039945058476674414,0.09381233506121504,2023-11-29 20:18:26.328791,2023-11-29 20:18:26.845017,0 days 00:00:00.516226,0,2.051081235786714,22,EMA,1.236900786606275,54,14,COMPLETE
827,0.6502443249659278,0.285187711213622,1.7153555492447725,2023-11-29 20:18:26.846045,2023-11-29 20:18:27.321835,0 days 00:00:00.475790,0,1.8833387247604287,23,EMA,1.8413673091400447,54,14,COMPLETE
828,0.8818599919454757,0.5826698170368448,2.244557758070864,2023-11-29 20:18:27.322799,2023-11-29 20:18:27.640709,0 days 00:00:00.317910,2,1.8317427653580092,27,EMA,1.1265247796843285,38,14,COMPLETE
829,0.6452927566749993,0.4455096813975578,1.2805307666434935,2023-11-29 20:18:27.641676,2023-11-29 20:18:28.157223,0 days 00:00:00.515547,0,1.9418693743491882,16,SMA,2.0873543358768982,45,14,COMPLETE
830,1.049039779446134,0.9745609103211064,3.062667083677957,2023-11-29 20:18:28.158220,2023-11-29 20:18:28.698630,0 days 00:00:00.540410,0,2.0314606583494106,23,EMA,1.7349725082314393,37,14,COMPLETE
831,0.5757668442572179,0.45251246008334467,1.008875260153066,2023-11-29 20:18:28.698630,2023-11-29 20:18:29.257454,0 days 00:00:00.558824,1,1.4236903654433875,18,EMA,2.215826415402817,54,14,COMPLETE
832,0.9427712272906769,0.8401158692543338,3.3900183720046058,2023-11-29 20:18:29.258450,2023-11-29 20:18:29.795303,0 days 00:00:00.536853,0,1.4401922904052193,25,WMA,1.1666170826257503,25,14,COMPLETE
833,0.6645651683687857,0.5171364585825098,1.2035044197540137,2023-11-29 20:18:29.797297,2023-11-29 20:18:30.385190,0 days 00:00:00.587893,1,1.4236903654433875,23,SMA,2.0873543358768982,55,14,COMPLETE
834,0.6789206820091497,0.5323357460292338,1.3283857246027673,2023-11-29 20:18:30.387152,2023-11-29 20:18:30.962997,0 days 00:00:00.575845,1,1.7109056713863209,23,SMA,1.7198227018691623,35,14,COMPLETE
835,0.32431673221568824,0.12811277143047997,0.3133882868166307,2023-11-29 20:18:30.963962,2023-11-29 20:18:31.513493,0 days 00:00:00.549531,1,1.8833387247604287,23,SMA,2.9796579047592235,49,14,COMPLETE
836,-0.3459288886281837,-0.1605670212371841,-0.4232870782037408,2023-11-29 20:18:31.514456,2023-11-29 20:18:32.078810,0 days 00:00:00.564354,2,1.721957407597513,10,WMA,2.6150460808111613,33,14,COMPLETE
837,-0.10792696469213593,-0.09889909779384766,-0.18330903229137405,2023-11-29 20:18:32.079807,2023-11-29 20:18:32.731782,0 days 00:00:00.651975,0,2.4207409171988923,11,WMA,2.215826415402817,54,14,COMPLETE
838,0.8036900612410749,0.7320871107641614,1.963661985432832,2023-11-29 20:18:32.732782,2023-11-29 20:18:33.295287,0 days 00:00:00.562505,1,1.8317427653580092,18,EMA,1.8413673091400447,38,14,COMPLETE
839,0.22573271751233503,0.060700469959953644,0.14317904628215886,2023-11-29 20:18:33.295287,2023-11-29 20:18:33.827184,0 days 00:00:00.531897,0,1.0982249699721076,17,EMA,2.0565213537163567,44,14,COMPLETE
840,,,,2023-11-29 20:18:33.828149,2023-11-29 20:18:34.498656,0 days 00:00:00.670507,0,1.0982249699721076,60,WMA,1.1544810312625282,44,15,FAIL
841,1.1354732409761346,1.3060979325888045,5.077446809564384,2023-11-29 20:18:34.500649,2023-11-29 20:18:35.064256,0 days 00:00:00.563607,2,1.721957407597513,17,EMA,1.8767446415698397,33,15,COMPLETE
842,-0.6718526984889939,-0.2301738009469322,-0.5857638617531707,2023-11-29 20:18:35.065253,2023-11-29 20:18:35.552776,0 days 00:00:00.487523,1,1.4401922904052193,22,WMA,2.420472800713621,30,15,COMPLETE
843,0.9856629745719165,0.9023837468872822,2.705852261171826,2023-11-29 20:18:35.554767,2023-11-29 20:18:36.096879,0 days 00:00:00.542112,0,2.0314606583494106,24,EMA,1.7349725082314393,37,15,COMPLETE
844,0.8541371598552436,0.5900030141069242,1.4409866548114882,2023-11-29 20:18:36.097917,2023-11-29 20:18:36.679494,0 days 00:00:00.581577,0,2.7478746530592537,25,EMA,2.215826415402817,39,15,COMPLETE
845,0.8870225482670907,1.0755457311412095,2.614814150574392,2023-11-29 20:18:36.680488,2023-11-29 20:18:37.231764,0 days 00:00:00.551276,0,1.8833387247604287,10,WMA,1.8413673091400447,33,15,COMPLETE
846,1.042047037552866,1.0720521465027661,3.5882900282618255,2023-11-29 20:18:37.232761,2023-11-29 20:18:37.729050,0 days 00:00:00.496289,0,2.4207409171988923,23,WMA,2.0873543358768982,45,15,COMPLETE
847,0.1585025200196752,0.003011903462198908,0.007138819725854546,2023-11-29 20:18:37.731080,2023-11-29 20:18:38.264014,0 days 00:00:00.532934,0,1.0982249699721076,11,SMA,1.8413673091400447,35,15,COMPLETE
848,-0.017702548019943715,-0.0247448997058107,-0.02175350755425612,2023-11-29 20:18:38.265013,2023-11-29 20:18:38.513245,0 days 00:00:00.248232,1,1.9418693743491882,57,EMA,2.215826415402817,45,15,COMPLETE
849,0.10676440196580257,-0.07024324447831708,-0.1774473972601787,2023-11-29 20:18:38.514241,2023-11-29 20:18:38.954635,0 days 00:00:00.440394,1,2.0314606583494106,23,WMA,1.3505188654193436,28,15,COMPLETE
850,1.134126085492453,1.4094080512347247,5.848483709935172,2023-11-29 20:18:38.955634,2023-11-29 20:18:39.466226,0 days 00:00:00.510592,0,1.8833387247604287,17,EMA,1.930245121488161,38,15,COMPLETE
851,0.2882492361742632,0.14007652701674042,0.23244917387644393,2023-11-29 20:18:39.467225,2023-11-29 20:18:40.009185,0 days 00:00:00.541960,1,1.4401922904052193,22,EMA,2.507295573400313,50,15,COMPLETE
852,-0.1584325034237875,-0.1995528463668774,-0.4349708762433863,2023-11-29 20:18:40.011191,2023-11-29 20:18:40.641963,0 days 00:00:00.630772,2,2.4002209993949415,16,EMA,1.3675026572364497,26,15,COMPLETE
853,0.08076966280819449,-0.032961311263499604,-0.07197852148744388,2023-11-29 20:18:40.642960,2023-11-29 20:18:41.171593,0 days 00:00:00.528633,0,1.4622645671961683,27,EMA,2.507295573400313,25,15,COMPLETE
854,0.3489781942701126,0.1976058223231804,0.3652739922371174,2023-11-29 20:18:41.172449,2023-11-29 20:18:41.712682,0 days 00:00:00.540233,1,1.7338733299870817,27,WMA,2.215826415402817,33,15,COMPLETE
855,0.30501842013781505,0.15129344111002832,0.27336117359272805,2023-11-29 20:18:41.713676,2023-11-29 20:18:42.233812,0 days 00:00:00.520136,2,2.0314606583494106,11,WMA,1.2531409390391142,35,15,COMPLETE
856,0.6399606780034971,0.4073848138819394,1.2399080957837298,2023-11-29 20:18:42.234805,2023-11-29 20:18:42.785497,0 days 00:00:00.550692,0,1.8833387247604287,17,EMA,1.8413673091400447,38,15,COMPLETE
857,0.9415738731901617,0.7874097101310288,2.1901736731471875,2023-11-29 20:18:42.786527,2023-11-29 20:18:43.351793,0 days 00:00:00.565266,1,1.2241376925714835,27,WMA,1.3505188654193436,30,15,COMPLETE
858,1.013266111511884,1.0761588740886516,3.611583238321237,2023-11-29 20:18:43.352831,2023-11-29 20:18:43.917940,0 days 00:00:00.565109,2,1.8317427653580092,17,EMA,2.0873543358768982,38,15,COMPLETE
859,0.8193157465897528,0.745400205396805,2.2350383689967344,2023-11-29 20:18:43.919902,2023-11-29 20:18:44.435955,0 days 00:00:00.516053,0,2.0314606583494106,23,WMA,1.8413673091400447,37,15,COMPLETE
860,0.7677089606360346,0.7133044792089731,2.0767171966058426,2023-11-29 20:18:44.435955,2023-11-29 20:18:44.964481,0 days 00:00:00.528526,0,1.8833387247604287,16,WMA,1.8413673091400447,35,15,COMPLETE
861,0.03625198026912995,-0.06273709526915149,-0.18332202141883522,2023-11-29 20:18:44.966442,2023-11-29 20:18:45.488507,0 days 00:00:00.522065,1,1.4401922904052193,10,EMA,1.8413673091400447,19,15,COMPLETE
862,-0.2585309511285017,-0.18955113739196935,-0.36720210111110985,2023-11-29 20:18:45.490468,2023-11-29 20:18:46.102158,0 days 00:00:00.611690,0,2.9425302269579285,16,WMA,1.8413673091400447,45,15,COMPLETE
863,0.5450357484757196,0.3561606074013905,0.8467616376437173,2023-11-29 20:18:46.103165,2023-11-29 20:18:46.666047,0 days 00:00:00.562882,0,1.8833387247604287,11,EMA,1.8413673091400447,35,15,COMPLETE
864,1.2533014852894,2.214389335556083,5.9494918570689705,2023-11-29 20:18:46.668010,2023-11-29 20:18:47.215741,0 days 00:00:00.547731,0,1.8833387247604287,11,WMA,1.8413673091400447,35,15,COMPLETE
865,0.22801400572581318,0.02737058898281597,0.06839238371228973,2023-11-29 20:18:47.216738,2023-11-29 20:18:47.777703,0 days 00:00:00.560965,0,1.8833387247604287,11,SMA,1.8413673091400447,35,15,COMPLETE
866,0.8525968469023252,0.7494817760412683,2.2987721954580644,2023-11-29 20:18:47.779695,2023-11-29 20:18:48.274791,0 days 00:00:00.495096,1,2.0314606583494106,23,EMA,1.8767446415698397,47,15,COMPLETE
867,1.0233340059249751,0.9390713819121499,2.883902226322614,2023-11-29 20:18:48.276754,2023-11-29 20:18:48.812344,0 days 00:00:00.535590,0,2.0314606583494106,23,EMA,1.7198227018691623,35,15,COMPLETE
868,0.9550597515809767,0.8190437961432758,2.3258650289568603,2023-11-29 20:18:48.814307,2023-11-29 20:18:49.303471,0 days 00:00:00.489164,2,1.8317427653580092,34,EMA,2.0873543358768982,54,15,COMPLETE
869,0.5615769416280131,0.4163982939067853,0.9451961462050378,2023-11-29 20:18:49.304468,2023-11-29 20:18:49.884270,0 days 00:00:00.579802,2,1.8317427653580092,17,WMA,2.0873543358768982,35,15,COMPLETE
870,0.764726541530144,0.5667676933457519,2.0406659961646816,2023-11-29 20:18:49.886232,2023-11-29 20:18:50.439118,0 days 00:00:00.552886,0,2.4002209993949415,16,SMA,2.2238723783688106,35,15,COMPLETE
871,-0.7865838897431398,-0.22354251377850023,-0.5973241508453925,2023-11-29 20:18:50.440116,2023-11-29 20:18:50.897826,0 days 00:00:00.457710,1,1.0711649783727788,25,EMA,2.215826415402817,30,15,COMPLETE
872,0.2725192259859254,0.13038355881187608,0.21621115088210743,2023-11-29 20:18:50.898790,2023-11-29 20:18:51.403460,0 days 00:00:00.504670,0,1.721957407597513,31,WMA,2.3532547456921105,35,15,COMPLETE
873,0.8390532592447781,0.8456606805904495,2.4436219399723735,2023-11-29 20:18:51.404490,2023-11-29 20:18:51.921062,0 days 00:00:00.516572,0,1.721957407597513,31,WMA,1.8767446415698397,47,15,COMPLETE
874,0.5893843968678503,0.36232047152315683,1.071705837718035,2023-11-29 20:18:51.923057,2023-11-29 20:18:52.481255,0 days 00:00:00.558198,0,1.8833387247604287,31,WMA,1.8413673091400447,35,15,COMPLETE
875,,,,2023-11-29 20:18:52.482222,2023-11-29 20:18:52.783716,0 days 00:00:00.301494,1,2.490419884813048,23,SMA,1.1265247796843285,33,15,FAIL
876,0.16022167065263912,0.0013197791537873469,0.004229417921961271,2023-11-29 20:18:52.785852,2023-11-29 20:18:53.274482,0 days 00:00:00.488630,1,1.4236903654433875,46,WMA,2.989770529064235,31,15,COMPLETE
877,1.1026381626868826,1.0097260569967923,3.2463117932807335,2023-11-29 20:18:53.276475,2023-11-29 20:18:53.820313,0 days 00:00:00.543838,1,1.8833387247604287,16,WMA,1.4685158940992906,51,15,COMPLETE
878,0.7276008284604304,0.5929021293182406,1.6672599102017842,2023-11-29 20:18:53.822306,2023-11-29 20:18:54.383121,0 days 00:00:00.560815,0,1.8833387247604287,28,WMA,1.8767446415698397,35,15,COMPLETE
879,0.7285911992567928,0.5792797066557349,1.4848279669024338,2023-11-29 20:18:54.384087,2023-11-29 20:18:55.009440,0 days 00:00:00.625353,2,2.300993380853249,27,WMA,2.06490604814324,28,15,COMPLETE
880,0.9858150556518692,1.047913228876451,2.2204315976136653,2023-11-29 20:18:55.010468,2023-11-29 20:18:55.574676,0 days 00:00:00.564208,1,1.4236903654433875,60,EMA,2.215826415402817,23,15,COMPLETE
881,-0.00037375635268113776,-0.13050712005786658,-0.28755646882844005,2023-11-29 20:18:55.575672,2023-11-29 20:18:56.075590,0 days 00:00:00.499918,0,1.8248951854265372,11,EMA,1.1265247796843285,33,15,COMPLETE
882,1.08558601939926,1.1833788838721275,4.2544825927389285,2023-11-29 20:18:56.076553,2023-11-29 20:18:56.638551,0 days 00:00:00.561998,2,1.8833387247604287,17,WMA,1.930245121488161,52,15,COMPLETE
883,0.6933678097012073,0.5446592682694672,1.2908984748536418,2023-11-29 20:18:56.639548,2023-11-29 20:18:57.215344,0 days 00:00:00.575796,1,1.8833387247604287,34,EMA,2.215826415402817,45,15,COMPLETE
884,0.578634033136946,0.35690594605671266,1.1547973226818005,2023-11-29 20:18:57.216342,2023-11-29 20:18:57.771473,0 days 00:00:00.555131,0,1.8833387247604287,16,WMA,1.8413673091400447,33,15,COMPLETE
885,0.6252003721497802,0.4349432695282802,1.1584829689433958,2023-11-29 20:18:57.772471,2023-11-29 20:18:58.326326,0 days 00:00:00.553855,1,1.4622645671961683,17,EMA,2.0873543358768982,33,15,COMPLETE
886,0.11941081426207145,-0.012764495866094896,-0.035081301786178756,2023-11-29 20:18:58.327332,2023-11-29 20:18:58.781898,0 days 00:00:00.454566,0,2.051081235786714,58,EMA,2.531973451526526,45,15,COMPLETE
887,,,,2023-11-29 20:18:58.783925,2023-11-29 20:18:58.878149,0 days 00:00:00.094224,1,1.8833387247604287,57,WMA,1.3505188654193436,45,15,FAIL
888,0.8230225684576075,0.7731102739202461,2.130327242593729,2023-11-29 20:18:58.879219,2023-11-29 20:18:59.432838,0 days 00:00:00.553619,1,1.4622645671961683,27,WMA,1.3874400747482556,45,15,COMPLETE
889,0.2591020021541143,0.04719215549404046,0.12181047453393547,2023-11-29 20:18:59.433805,2023-11-29 20:18:59.982659,0 days 00:00:00.548854,0,1.8833387247604287,11,WMA,1.8413673091400447,25,15,COMPLETE
890,0.7410113479287208,0.6534202092639508,1.6641582418804695,2023-11-29 20:18:59.983655,2023-11-29 20:19:00.588394,0 days 00:00:00.604739,0,1.8317427653580092,17,EMA,2.0873543358768982,45,15,COMPLETE
891,0.806910207730153,0.580838353654292,1.4100273434846056,2023-11-29 20:19:00.589394,2023-11-29 20:19:01.013443,0 days 00:00:00.424049,1,1.9418693743491882,27,EMA,1.3505188654193436,54,15,COMPLETE
