number,sharpe_ratio,profit factor,calmar_ratio,win rate,datetime_start,datetime_complete,duration,params_BBand_window,params_OI_window_MA_f,params_OI_window_MA_s,system_attrs_nsga2:generation,state
731,2.7970347607192805,3.376038670336822,14.986496754276331,48.484848484848484,2023-12-06 10:29:34.009088,2023-12-06 10:29:34.203293,0 days 00:00:00.194205,48,44,164,14,COMPLETE
732,2.6101797297757248,3.4834602470038654,16.287916067687853,45.45454545454545,2023-12-06 10:29:34.204389,2023-12-06 10:29:34.398771,0 days 00:00:00.194382,60,4,204,14,COMPLETE
733,3.4339211833903107,3.8142464578325086,43.917221006845665,52.77777777777778,2023-12-06 10:29:34.399662,2023-12-06 10:29:34.594653,0 days 00:00:00.194991,68,4,112,14,COMPLETE
734,3.5655406545455133,3.4767183199779645,28.8489134349855,37.5,2023-12-06 10:29:34.595666,2023-12-06 10:29:34.787684,0 days 00:00:00.192018,8,56,204,14,COMPLETE
735,2.90180260913748,2.11528829515688,25.618429113095353,38.88888888888889,2023-12-06 10:29:34.788553,2023-12-06 10:29:34.979316,0 days 00:00:00.190763,28,4,104,14,COMPLETE
736,3.016865627485281,3.5234365711544116,21.218631307454036,52.63157894736842,2023-12-06 10:29:34.980168,2023-12-06 10:29:35.171906,0 days 00:00:00.191738,72,12,164,14,COMPLETE
737,2.6361741486731516,3.46308676965905,22.655537917119492,44.73684210526316,2023-12-06 10:29:35.172997,2023-12-06 10:29:35.364179,0 days 00:00:00.191182,68,12,104,14,COMPLETE
738,1.8573985393385444,2.6581429886326995,7.403376577153439,40.0,2023-12-06 10:29:35.365100,2023-12-06 10:29:35.558446,0 days 00:00:00.193346,64,32,196,14,COMPLETE
739,1.5900124668006423,1.5507530005383694,5.036695752642204,41.17647058823529,2023-12-06 10:29:35.559309,2023-12-06 10:29:35.751301,0 days 00:00:00.191992,32,4,192,14,COMPLETE
740,0.9006453792594642,1.2633867760573938,2.5979554510901552,43.13725490196079,2023-12-06 10:29:35.752183,2023-12-06 10:29:35.946512,0 days 00:00:00.194329,72,12,60,14,COMPLETE
741,0.6703908522833091,1.1966579909702726,1.3665118961987648,20.0,2023-12-06 10:29:35.947387,2023-12-06 10:29:36.141275,0 days 00:00:00.193888,64,20,16,14,COMPLETE
742,2.567602236463148,3.040680531362481,17.05503679700533,42.857142857142854,2023-12-06 10:29:36.142196,2023-12-06 10:29:36.333413,0 days 00:00:00.191217,56,8,204,14,COMPLETE
743,2.9621149122552337,3.1669622869827356,24.003826356016557,46.34146341463415,2023-12-06 10:29:36.334352,2023-12-06 10:29:36.528991,0 days 00:00:00.194639,48,20,144,14,COMPLETE
744,2.212120424415851,2.571447515114347,11.033401997123148,48.64864864864865,2023-12-06 10:29:36.530054,2023-12-06 10:29:36.733400,0 days 00:00:00.203346,56,12,204,14,COMPLETE
745,3.880333204690723,4.554947197000254,59.383304076578355,55.88235294117647,2023-12-06 10:29:36.734350,2023-12-06 10:29:36.932020,0 days 00:00:00.197670,64,4,112,14,COMPLETE
746,-0.44067371050051796,0.8821736349827416,-0.978153230476742,41.81818181818181,2023-12-06 10:29:36.932963,2023-12-06 10:29:37.126475,0 days 00:00:00.193512,48,12,60,14,COMPLETE
747,2.06138460448392,1.6237724360929502,7.896838367304481,30.508474576271187,2023-12-06 10:29:37.127437,2023-12-06 10:29:37.326532,0 days 00:00:00.199095,12,52,152,14,COMPLETE
748,3.4339211833903107,3.8142464578325086,43.917221006845665,52.77777777777778,2023-12-06 10:29:37.327635,2023-12-06 10:29:37.530451,0 days 00:00:00.202816,68,4,112,14,COMPLETE
749,2.406283545673607,2.2245937222661665,9.469220116963061,48.888888888888886,2023-12-06 10:29:37.531575,2023-12-06 10:29:37.724258,0 days 00:00:00.192683,44,4,164,14,COMPLETE
750,0.205584854205525,1.0417002861666236,0.19669951689136855,41.37931034482759,2023-12-06 10:29:37.725329,2023-12-06 10:29:37.922845,0 days 00:00:00.197516,64,64,32,14,COMPLETE
751,2.651503370692075,2.4165907075176274,10.725080781010064,51.21951219512195,2023-12-06 10:29:37.923804,2023-12-06 10:29:38.118190,0 days 00:00:00.194386,44,12,164,14,COMPLETE
752,-2.4258735740820687,0.6591390718137345,-2.8489957425581722,25.24271844660194,2023-12-06 10:29:38.119218,2023-12-06 10:29:38.338060,0 days 00:00:00.218842,16,4,16,14,COMPLETE
753,3.2764914369593265,3.8040619331775285,31.277405634281003,47.5,2023-12-06 10:29:38.338934,2023-12-06 10:29:38.542674,0 days 00:00:00.203740,48,8,124,14,COMPLETE
754,2.7271698063158234,4.301308081715012,20.084038392154874,60.60606060606061,2023-12-06 10:29:38.543796,2023-12-06 10:29:38.746444,0 days 00:00:00.202648,64,12,204,14,COMPLETE
755,3.513560420504682,3.8588906248283874,37.16772723285656,51.21951219512195,2023-12-06 10:29:38.747731,2023-12-06 10:29:38.951032,0 days 00:00:00.203301,48,12,164,14,COMPLETE
756,1.7378598095327444,1.670993075150053,5.507107395608309,37.5,2023-12-06 10:29:38.959322,2023-12-06 10:29:39.165496,0 days 00:00:00.206174,32,12,204,14,COMPLETE
757,2.391886532345809,2.6191690583974916,12.155942607681851,45.94594594594595,2023-12-06 10:29:39.166380,2023-12-06 10:29:39.361817,0 days 00:00:00.195437,36,28,192,14,COMPLETE
758,2.6069300073339137,3.419824884549149,12.192247146056111,35.714285714285715,2023-12-06 10:29:39.363426,2023-12-06 10:29:39.734258,0 days 00:00:00.370832,64,56,204,14,COMPLETE
759,0.6528404953033782,1.174989868207201,1.1421473168006313,20.930232558139537,2023-12-06 10:29:39.735168,2023-12-06 10:29:39.931632,0 days 00:00:00.196464,44,36,16,14,COMPLETE
760,2.8950026296900107,3.803539951741057,24.95140548272454,52.63157894736842,2023-12-06 10:29:39.932640,2023-12-06 10:29:40.127629,0 days 00:00:00.194989,64,4,164,14,COMPLETE
761,2.85608850542773,2.9394495141267054,20.757836659078457,33.33333333333333,2023-12-06 10:29:40.128431,2023-12-06 10:29:40.322860,0 days 00:00:00.194429,8,4,172,14,COMPLETE
762,3.119748417910872,3.244646147468441,25.59937057640082,48.78048780487805,2023-12-06 10:29:40.323826,2023-12-06 10:29:40.515890,0 days 00:00:00.192064,44,20,140,14,COMPLETE
763,-0.6654233280420474,0.8221779658891472,-1.1612634077450705,31.147540983606557,2023-12-06 10:29:40.516826,2023-12-06 10:29:40.717001,0 days 00:00:00.200175,72,4,36,14,COMPLETE
764,2.5682316945629027,4.341204490266163,13.053152155790766,55.172413793103445,2023-12-06 10:29:40.718168,2023-12-06 10:29:40.919030,0 days 00:00:00.200862,64,48,184,14,COMPLETE
765,2.3645208371738926,3.1759628468340066,12.208918341356966,51.515151515151516,2023-12-06 10:29:40.920090,2023-12-06 10:29:41.161149,0 days 00:00:00.241059,60,12,204,15,COMPLETE
766,1.468826676183181,1.3462214600728077,3.3932671490267134,25.423728813559322,2023-12-06 10:29:41.162226,2023-12-06 10:29:41.372060,0 days 00:00:00.209834,12,56,164,15,COMPLETE
767,-0.6360874971258659,0.8218425690969335,-1.6284883496277016,32.72727272727273,2023-12-06 10:29:41.373113,2023-12-06 10:29:41.570579,0 days 00:00:00.197466,64,12,36,15,COMPLETE
768,2.781206601745369,4.269559979930055,20.731265677855884,60.60606060606061,2023-12-06 10:29:41.571631,2023-12-06 10:29:41.777486,0 days 00:00:00.205855,64,12,212,15,COMPLETE
769,1.5878061241238144,1.7239340108163008,3.9971758063694582,45.0,2023-12-06 10:29:41.778551,2023-12-06 10:29:41.987445,0 days 00:00:00.208894,40,24,192,15,COMPLETE
770,1.8661267603434033,2.5179467735327266,8.064606632556341,47.22222222222222,2023-12-06 10:29:41.988930,2023-12-06 10:29:42.193805,0 days 00:00:00.204875,72,32,104,15,COMPLETE
771,3.577197609783158,3.458603581180399,32.792500866423325,50.0,2023-12-06 10:29:42.194995,2023-12-06 10:29:42.397680,0 days 00:00:00.202685,48,20,80,15,COMPLETE
772,1.4910858071295028,1.6942294467810048,4.218529280199081,46.51162790697674,2023-12-06 10:29:42.399086,2023-12-06 10:29:42.611717,0 days 00:00:00.212631,72,4,156,15,COMPLETE
773,2.802065291079432,2.8257810372014376,21.796218993531895,50.0,2023-12-06 10:29:42.612785,2023-12-06 10:29:42.831430,0 days 00:00:00.218645,64,20,80,15,COMPLETE
774,2.192307253680774,2.0353234749851548,7.607740701140427,52.38095238095239,2023-12-06 10:29:42.832679,2023-12-06 10:29:43.045649,0 days 00:00:00.212970,44,12,216,15,COMPLETE
775,2.4636783570364518,2.300605166395946,9.042364789499727,46.15384615384615,2023-12-06 10:29:43.046997,2023-12-06 10:29:43.258962,0 days 00:00:00.211965,44,8,196,15,COMPLETE
776,2.2736126247230444,2.821198140438311,9.613596985950593,29.629629629629626,2023-12-06 10:29:43.259909,2023-12-06 10:29:43.463961,0 days 00:00:00.204052,48,64,112,15,COMPLETE
777,-1.3990657158750872,0.759085533047118,-2.5170118199563323,30.303030303030305,2023-12-06 10:29:43.464950,2023-12-06 10:29:43.660115,0 days 00:00:00.195165,64,4,8,15,COMPLETE
778,3.2217368811362874,3.455388608343727,26.18871082677308,31.428571428571427,2023-12-06 10:29:43.660989,2023-12-06 10:29:43.855702,0 days 00:00:00.194713,8,8,204,15,COMPLETE
779,2.373110942636047,3.000650330828477,14.766120896614165,54.285714285714285,2023-12-06 10:29:43.856698,2023-12-06 10:29:44.051902,0 days 00:00:00.195204,64,12,184,15,COMPLETE
780,3.516495732873616,4.207964822238209,36.318475394971834,50.0,2023-12-06 10:29:44.052964,2023-12-06 10:29:44.262926,0 days 00:00:00.209962,44,12,112,15,COMPLETE
781,-2.2698466006845512,0.5841239399795556,-3.0173099216846055,35.38461538461539,2023-12-06 10:29:44.264202,2023-12-06 10:29:44.480394,0 days 00:00:00.216192,48,12,24,15,COMPLETE
782,1.215589509934939,1.3921684194058606,3.9934433790454693,27.77777777777778,2023-12-06 10:29:44.481527,2023-12-06 10:29:44.688028,0 days 00:00:00.206501,48,60,4,15,COMPLETE
783,2.349150784633588,2.4171051861924564,11.523839786178103,37.5,2023-12-06 10:29:44.689006,2023-12-06 10:29:44.895113,0 days 00:00:00.206107,48,40,84,15,COMPLETE
784,3.7692763638371196,2.4867043019011716,34.18875804508187,38.59649122807017,2023-12-06 10:29:44.896293,2023-12-06 10:29:45.098050,0 days 00:00:00.201757,24,4,112,15,COMPLETE
785,3.218181281343921,3.4828708461194413,32.05644465025067,53.48837209302325,2023-12-06 10:29:45.099125,2023-12-06 10:29:45.304535,0 days 00:00:00.205410,44,12,136,15,COMPLETE
786,2.083057061188139,2.035025976883696,7.478164191550576,31.70731707317073,2023-12-06 10:29:45.305804,2023-12-06 10:29:45.515622,0 days 00:00:00.209818,32,72,168,15,COMPLETE
787,-1.9588832844651045,0.40540608872690675,-2.8553042351954883,28.26086956521739,2023-12-06 10:29:45.516786,2023-12-06 10:29:45.711210,0 days 00:00:00.194424,8,12,36,15,COMPLETE
788,3.2592488320200226,4.558886945103834,20.13161032947962,37.5,2023-12-06 10:29:45.712213,2023-12-06 10:29:45.911716,0 days 00:00:00.199503,8,48,120,15,COMPLETE
789,3.218181281343921,3.4828708461194413,32.05644465025067,53.48837209302325,2023-12-06 10:29:45.912833,2023-12-06 10:29:46.116361,0 days 00:00:00.203528,44,12,136,15,COMPLETE
790,1.7509013700608413,1.478839550878122,8.878652275697362,33.87096774193548,2023-12-06 10:29:46.117346,2023-12-06 10:29:46.327767,0 days 00:00:00.210421,16,4,204,15,COMPLETE
791,,,,,2023-12-06 10:29:46.329087,2023-12-06 10:29:46.531343,0 days 00:00:00.202256,64,8,8,15,FAIL
792,3.2784841834525524,4.021106097451404,21.782815408239056,41.17647058823529,2023-12-06 10:29:46.532523,2023-12-06 10:29:46.728194,0 days 00:00:00.195671,8,72,104,15,COMPLETE
793,2.65553433205666,3.6914901946371086,18.369485674933305,45.714285714285715,2023-12-06 10:29:46.729210,2023-12-06 10:29:46.933287,0 days 00:00:00.204077,64,4,208,15,COMPLETE
794,3.074566798733556,4.618243889112028,28.848692043674166,54.285714285714285,2023-12-06 10:29:46.934418,2023-12-06 10:29:47.137262,0 days 00:00:00.202844,64,12,120,15,COMPLETE
795,3.102255543852875,3.380535639717314,23.91195259516805,38.88888888888889,2023-12-06 10:29:47.138272,2023-12-06 10:29:47.342747,0 days 00:00:00.204475,8,12,164,15,COMPLETE
796,2.803125056522322,3.6421879323071713,12.537411642947898,41.935483870967744,2023-12-06 10:29:47.343871,2023-12-06 10:29:47.548892,0 days 00:00:00.205021,48,48,184,15,COMPLETE
797,2.7271698063158234,4.301308081715012,20.084038392154874,60.60606060606061,2023-12-06 10:29:47.550014,2023-12-06 10:29:47.750099,0 days 00:00:00.200085,64,12,204,15,COMPLETE
798,2.030318332809609,2.8414697007587963,8.570739196400545,29.166666666666668,2023-12-06 10:29:47.751076,2023-12-06 10:29:47.950885,0 days 00:00:00.199809,64,72,112,15,COMPLETE
799,3.3334330213047063,3.833476056965762,31.7998772610765,46.34146341463415,2023-12-06 10:29:47.951901,2023-12-06 10:29:48.155447,0 days 00:00:00.203546,52,12,112,15,COMPLETE
800,1.7089613740715048,1.4404782124716065,4.785401496400921,37.28813559322034,2023-12-06 10:29:48.156610,2023-12-06 10:29:48.385677,0 days 00:00:00.229067,32,4,84,15,COMPLETE
801,2.8950026296900107,3.803539951741057,24.95140548272454,52.63157894736842,2023-12-06 10:29:48.386614,2023-12-06 10:29:48.597647,0 days 00:00:00.211033,64,4,164,15,COMPLETE
802,2.6749008184536263,2.2471594212326287,17.27991340109004,38.88888888888889,2023-12-06 10:29:48.598866,2023-12-06 10:29:48.798904,0 days 00:00:00.200038,28,12,140,15,COMPLETE
803,3.074566798733556,4.618243889112028,28.848692043674166,54.285714285714285,2023-12-06 10:29:48.799867,2023-12-06 10:29:48.995455,0 days 00:00:00.195588,64,12,120,15,COMPLETE
804,2.6361741486731516,3.46308676965905,22.655537917119492,44.73684210526316,2023-12-06 10:29:48.996316,2023-12-06 10:29:49.192442,0 days 00:00:00.196126,68,12,104,15,COMPLETE
805,2.198444672644497,3.8298332617248168,10.327957710846386,41.66666666666667,2023-12-06 10:29:49.193418,2023-12-06 10:29:49.388181,0 days 00:00:00.194763,64,48,104,15,COMPLETE
806,3.513560420504682,3.8588906248283874,37.16772723285656,51.21951219512195,2023-12-06 10:29:49.389116,2023-12-06 10:29:49.587967,0 days 00:00:00.198851,48,12,164,15,COMPLETE
807,1.462279376743511,2.1925428799135624,4.711503268738914,32.142857142857146,2023-12-06 10:29:49.589269,2023-12-06 10:29:49.788889,0 days 00:00:00.199620,60,72,80,15,COMPLETE
808,1.4895762627235167,2.011256880325279,6.012387001030686,32.608695652173914,2023-12-06 10:29:49.789789,2023-12-06 10:29:49.997473,0 days 00:00:00.207684,8,44,48,15,COMPLETE
809,2.5401314450509744,4.109962866241322,12.931976807178234,60.0,2023-12-06 10:29:49.998647,2023-12-06 10:29:50.200768,0 days 00:00:00.202121,64,24,204,15,COMPLETE
810,2.722424486279821,4.33549653367854,20.039391862863503,57.57575757575758,2023-12-06 10:29:50.201796,2023-12-06 10:29:50.405758,0 days 00:00:00.203962,64,12,192,15,COMPLETE
811,2.512687576761759,3.0691920529652417,10.299932115027836,34.375,2023-12-06 10:29:50.407000,2023-12-06 10:29:50.612752,0 days 00:00:00.205752,52,48,164,15,COMPLETE
812,3.4592165171237976,4.841219843385441,31.277527900318084,48.64864864864865,2023-12-06 10:29:50.613791,2023-12-06 10:29:50.812096,0 days 00:00:00.198305,8,12,120,15,COMPLETE
813,2.3402697508828143,2.0575935980081397,8.18579796984118,26.82926829268293,2023-12-06 10:29:50.812963,2023-12-06 10:29:51.007819,0 days 00:00:00.194856,32,72,120,15,COMPLETE
814,2.543773323977651,2.9250853869746005,13.701465008736307,40.625,2023-12-06 10:29:51.008734,2023-12-06 10:29:51.205583,0 days 00:00:00.196849,48,36,112,15,COMPLETE
815,3.880333204690723,4.554947197000254,59.383304076578355,55.88235294117647,2023-12-06 10:29:51.206791,2023-12-06 10:29:51.398875,0 days 00:00:00.192084,64,4,112,15,COMPLETE
816,3.880333204690723,4.554947197000254,59.383304076578355,55.88235294117647,2023-12-06 10:29:51.399793,2023-12-06 10:29:51.621814,0 days 00:00:00.222021,64,4,112,16,COMPLETE
817,3.074566798733556,4.618243889112028,28.848692043674166,54.285714285714285,2023-12-06 10:29:51.622733,2023-12-06 10:29:52.003670,0 days 00:00:00.380937,64,12,120,16,COMPLETE
818,3.401481350298232,3.590736442970212,37.25374508884955,42.10526315789473,2023-12-06 10:29:52.005075,2023-12-06 10:29:52.215317,0 days 00:00:00.210242,60,4,124,16,COMPLETE
819,3.2995266772669747,3.7881113173174388,24.798731935053905,48.717948717948715,2023-12-06 10:29:52.216423,2023-12-06 10:29:52.426806,0 days 00:00:00.210383,48,20,108,16,COMPLETE
820,3.074566798733556,4.618243889112028,28.848692043674166,54.285714285714285,2023-12-06 10:29:52.427732,2023-12-06 10:29:52.635872,0 days 00:00:00.208140,64,12,120,16,COMPLETE
821,2.0677702942982887,2.048515468633017,7.1260168662771335,48.717948717948715,2023-12-06 10:29:52.637029,2023-12-06 10:29:52.848097,0 days 00:00:00.211068,72,4,172,16,COMPLETE
822,2.4804438652813174,2.3439935827586447,11.377422583805771,36.36363636363637,2023-12-06 10:29:52.849055,2023-12-06 10:29:53.057577,0 days 00:00:00.208522,28,52,164,16,COMPLETE
823,2.2825645458460713,3.407982626471202,10.679149742937911,38.70967741935484,2023-12-06 10:29:53.058579,2023-12-06 10:29:53.267414,0 days 00:00:00.208835,64,44,180,16,COMPLETE
824,3.880333204690723,4.554947197000254,59.383304076578355,55.88235294117647,2023-12-06 10:29:53.268339,2023-12-06 10:29:53.474844,0 days 00:00:00.206505,64,4,112,16,COMPLETE
825,0.205584854205525,1.0417002861666236,0.19669951689136855,41.37931034482759,2023-12-06 10:29:53.476060,2023-12-06 10:29:53.687965,0 days 00:00:00.211905,64,64,32,16,COMPLETE
826,2.840034152146722,3.106788512948503,13.304544576468219,37.93103448275862,2023-12-06 10:29:53.690808,2023-12-06 10:29:53.900421,0 days 00:00:00.209613,44,72,132,16,COMPLETE
827,4.5752883650849085,4.9626633560834685,87.95092259714679,52.5,2023-12-06 10:29:53.901495,2023-12-06 10:29:54.109481,0 days 00:00:00.207986,48,4,112,16,COMPLETE
828,3.4592165171237976,4.841219843385441,31.277527900318084,48.64864864864865,2023-12-06 10:29:54.110695,2023-12-06 10:29:54.313683,0 days 00:00:00.202988,8,12,120,16,COMPLETE
829,2.7271698063158234,4.301308081715012,20.084038392154874,60.60606060606061,2023-12-06 10:29:54.314757,2023-12-06 10:29:54.520415,0 days 00:00:00.205658,64,12,204,16,COMPLETE
830,2.543773323977651,2.9250853869746005,13.701465008736307,40.625,2023-12-06 10:29:54.521404,2023-12-06 10:29:54.723241,0 days 00:00:00.201837,48,36,112,16,COMPLETE
831,2.4741579082322973,4.232968799045522,11.273326654150896,46.42857142857143,2023-12-06 10:29:54.724436,2023-12-06 10:29:54.934416,0 days 00:00:00.209980,64,52,204,16,COMPLETE
832,2.651503370692075,2.4165907075176274,10.725080781010064,51.21951219512195,2023-12-06 10:29:54.935300,2023-12-06 10:29:55.147146,0 days 00:00:00.211846,44,12,164,16,COMPLETE
833,1.9313523090612685,2.1566216600596424,10.498857635013042,52.27272727272727,2023-12-06 10:29:55.148096,2023-12-06 10:29:55.356124,0 days 00:00:00.208028,64,12,64,16,COMPLETE
834,2.176482685449827,2.6169699588101705,11.626365031033748,43.24324324324324,2023-12-06 10:29:55.357207,2023-12-06 10:29:55.556914,0 days 00:00:00.199707,64,20,152,16,COMPLETE
835,3.2853941529901114,3.135421628717495,36.008480837206555,42.10526315789473,2023-12-06 10:29:55.557835,2023-12-06 10:29:55.753929,0 days 00:00:00.196094,8,4,112,16,COMPLETE
836,2.992623273239394,3.4458278122813857,23.520928789655738,45.0,2023-12-06 10:29:55.754881,2023-12-06 10:29:55.954690,0 days 00:00:00.199809,48,24,100,16,COMPLETE
837,3.074566798733556,4.618243889112028,28.848692043674166,54.285714285714285,2023-12-06 10:29:55.955574,2023-12-06 10:29:56.162864,0 days 00:00:00.207290,64,12,120,16,COMPLETE
838,3.144739590333015,2.2927737991688666,27.89559530999776,37.28813559322034,2023-12-06 10:29:56.164269,2023-12-06 10:29:56.373156,0 days 00:00:00.208887,24,12,112,16,COMPLETE
839,2.781206601745369,4.269559979930055,20.731265677855884,60.60606060606061,2023-12-06 10:29:56.374231,2023-12-06 10:29:56.570295,0 days 00:00:00.196064,64,12,212,16,COMPLETE
840,3.880333204690723,4.554947197000254,59.383304076578355,55.88235294117647,2023-12-06 10:29:56.571405,2023-12-06 10:29:56.773631,0 days 00:00:00.202226,64,4,112,16,COMPLETE
841,3.4047744660677077,3.1255765288246855,29.918019746361892,46.666666666666664,2023-12-06 10:29:56.774864,2023-12-06 10:29:56.987964,0 days 00:00:00.213100,48,24,80,16,COMPLETE
842,3.85163399159329,4.848850268702596,30.187105893472932,46.875,2023-12-06 10:29:56.989151,2023-12-06 10:29:57.202158,0 days 00:00:00.213007,8,72,140,16,COMPLETE
843,1.7783502282704735,1.4444603788154182,8.045140006249365,32.83582089552239,2023-12-06 10:29:57.203104,2023-12-06 10:29:57.409423,0 days 00:00:00.206319,12,4,192,16,COMPLETE
844,2.303961068612616,2.3478357553593394,13.862310112939713,43.58974358974359,2023-12-06 10:29:57.410490,2023-12-06 10:29:57.613564,0 days 00:00:00.203074,64,32,76,16,COMPLETE
845,-0.8628632846435655,0.8176042707045345,-2.168393343088546,32.35294117647059,2023-12-06 10:29:57.614659,2023-12-06 10:29:57.810383,0 days 00:00:00.195724,48,12,20,16,COMPLETE
846,-1.974665800266807,0.6600454441579313,-2.7721985525264783,33.82352941176471,2023-12-06 10:29:57.811301,2023-12-06 10:29:58.007254,0 days 00:00:00.195953,44,4,28,16,COMPLETE
847,3.1861742505085613,3.3016425518385013,30.201573556166245,46.51162790697674,2023-12-06 10:29:58.008285,2023-12-06 10:29:58.213708,0 days 00:00:00.205423,52,12,164,16,COMPLETE
848,2.823801066524437,3.981653759308549,24.13430694658843,50.0,2023-12-06 10:29:58.214739,2023-12-06 10:29:58.417532,0 days 00:00:00.202793,64,8,120,16,COMPLETE
849,1.7379547287878383,1.7999935017763615,4.6845505188331025,24.324324324324326,2023-12-06 10:29:58.418498,2023-12-06 10:29:58.620248,0 days 00:00:00.201750,40,68,120,16,COMPLETE
850,1.9857361520616428,3.3975387383688243,9.087464326799454,40.909090909090914,2023-12-06 10:29:58.621253,2023-12-06 10:29:58.824600,0 days 00:00:00.203347,64,48,112,16,COMPLETE
851,2.7271698063158234,4.301308081715012,20.084038392154874,60.60606060606061,2023-12-06 10:29:58.825566,2023-12-06 10:29:59.027139,0 days 00:00:00.201573,64,12,204,16,COMPLETE
852,2.984499649045615,2.232738530587799,24.243606046310713,40.625,2023-12-06 10:29:59.028304,2023-12-06 10:29:59.231658,0 days 00:00:00.203354,24,20,80,16,COMPLETE
853,3.485419641720449,2.7377586524112516,19.5862899399392,52.38095238095239,2023-12-06 10:29:59.232911,2023-12-06 10:29:59.442748,0 days 00:00:00.209837,44,4,112,16,COMPLETE
854,4.0753976060631585,4.010197563845668,59.98138093233746,46.808510638297875,2023-12-06 10:29:59.444054,2023-12-06 10:29:59.650179,0 days 00:00:00.206125,48,4,132,16,COMPLETE
855,3.2024127382257452,3.3174941194764367,41.86360447976275,45.0,2023-12-06 10:29:59.651273,2023-12-06 10:29:59.853939,0 days 00:00:00.202666,68,4,100,16,COMPLETE
856,1.9796914663543959,3.02644156396139,8.688760673250139,29.166666666666668,2023-12-06 10:29:59.855177,2023-12-06 10:30:00.061663,0 days 00:00:00.206486,64,72,104,16,COMPLETE
857,3.485419641720449,2.7377586524112516,19.5862899399392,52.38095238095239,2023-12-06 10:30:00.062905,2023-12-06 10:30:00.269424,0 days 00:00:00.206519,44,4,112,16,COMPLETE
858,2.7668318586779796,3.6266429096533144,24.6699780009889,55.55555555555556,2023-12-06 10:30:00.270471,2023-12-06 10:30:00.478318,0 days 00:00:00.207847,64,12,136,16,COMPLETE
859,3.4710030043756133,4.0503000574448835,34.36691218507761,53.65853658536586,2023-12-06 10:30:00.479322,2023-12-06 10:30:00.684752,0 days 00:00:00.205430,44,8,112,16,COMPLETE
860,2.636258800418737,3.0073281328078285,11.009006173231048,25.806451612903224,2023-12-06 10:30:00.686033,2023-12-06 10:30:00.891306,0 days 00:00:00.205273,48,56,176,16,COMPLETE
861,1.0629921704531433,1.3978325264396068,2.99218761898336,28.57142857142857,2023-12-06 10:30:00.892618,2023-12-06 10:30:01.097368,0 days 00:00:00.204750,64,72,8,16,COMPLETE
862,4.5752883650849085,4.9626633560834685,87.95092259714679,52.5,2023-12-06 10:30:01.098598,2023-12-06 10:30:01.303428,0 days 00:00:00.204830,48,4,112,16,COMPLETE
863,3.00942433014438,4.238468216610474,28.08364945647604,56.75675675675676,2023-12-06 10:30:01.304939,2023-12-06 10:30:01.515291,0 days 00:00:00.210352,64,12,164,16,COMPLETE
864,3.581656565969035,4.402749237609243,37.449198378124684,47.5,2023-12-06 10:30:01.516744,2023-12-06 10:30:01.727975,0 days 00:00:00.211231,48,12,112,16,COMPLETE
865,2.5401314450509744,4.109962866241322,12.931976807178234,60.0,2023-12-06 10:30:01.729089,2023-12-06 10:30:01.931382,0 days 00:00:00.202293,64,24,204,16,COMPLETE
866,3.15999650580324,3.72098518418565,22.581221063400402,38.70967741935484,2023-12-06 10:30:01.932427,2023-12-06 10:30:02.158149,0 days 00:00:00.225722,8,36,196,17,COMPLETE
867,2.9307030198744313,3.452563506193868,14.653509236769242,40.625,2023-12-06 10:30:02.159316,2023-12-06 10:30:02.362914,0 days 00:00:00.203598,48,64,164,17,COMPLETE
868,2.0248010814753297,2.9031816492922844,9.137106565742245,37.93103448275862,2023-12-06 10:30:02.364095,2023-12-06 10:30:02.567736,0 days 00:00:00.203641,64,36,192,17,COMPLETE
869,2.781206601745369,4.269559979930055,20.731265677855884,60.60606060606061,2023-12-06 10:30:02.568921,2023-12-06 10:30:02.773384,0 days 00:00:00.204463,64,12,212,17,COMPLETE
870,2.8329741861247397,3.738761688365311,24.060711888284846,51.35135135135135,2023-12-06 10:30:02.774364,2023-12-06 10:30:02.978469,0 days 00:00:00.204105,64,4,172,17,COMPLETE
871,3.024738136611541,2.2408628859135313,29.699833830743987,42.30769230769231,2023-12-06 10:30:02.979711,2023-12-06 10:30:03.186602,0 days 00:00:00.206891,28,4,100,17,COMPLETE
872,2.441405153465691,3.2210159013796806,20.257705980552426,54.054054054054056,2023-12-06 10:30:03.187846,2023-12-06 10:30:03.390814,0 days 00:00:00.202968,68,12,136,17,COMPLETE
873,1.3582131277707072,1.6204053420033513,5.632482493416952,38.23529411764706,2023-12-06 10:30:03.391738,2023-12-06 10:30:03.592319,0 days 00:00:00.200581,68,72,32,17,COMPLETE
874,2.452354981927368,2.3196390019346667,9.073527943807564,46.34146341463415,2023-12-06 10:30:03.593371,2023-12-06 10:30:03.791679,0 days 00:00:00.198308,44,4,204,17,COMPLETE
875,3.485419641720449,2.7377586524112516,19.5862899399392,52.38095238095239,2023-12-06 10:30:03.792745,2023-12-06 10:30:03.997056,0 days 00:00:00.204311,44,4,112,17,COMPLETE
876,1.94106054967906,2.109592536817633,5.9684604652451965,53.125,2023-12-06 10:30:03.998221,2023-12-06 10:30:04.194803,0 days 00:00:00.196582,72,12,212,17,COMPLETE
877,1.0401412337409504,1.4525391940668493,4.464766187762398,43.103448275862064,2023-12-06 10:30:04.195799,2023-12-06 10:30:04.554845,0 days 00:00:00.359046,64,12,16,17,COMPLETE
