number,value,datetime_start,datetime_complete,duration,params_BBand_window,params_OI_window_MA_f,params_OI_window_MA_s,params_RV_period,params_RV_window,state
573,4.424350506325201,2023-12-07 12:54:31.907796,2023-12-07 12:54:32.148905,0 days 00:00:00.241109,60,4,40,120,68,COMPLETE
574,3.841158320506808,2023-12-07 12:54:32.149814,2023-12-07 12:54:32.383519,0 days 00:00:00.233705,64,8,36,144,64,COMPLETE
575,4.09204429593979,2023-12-07 12:54:32.384372,2023-12-07 12:54:32.634367,0 days 00:00:00.249995,68,4,40,120,68,COMPLETE
576,3.833784500393129,2023-12-07 12:54:32.637993,2023-12-07 12:54:32.895601,0 days 00:00:00.257608,64,4,44,120,72,COMPLETE
577,3.971949145677128,2023-12-07 12:54:32.896595,2023-12-07 12:54:33.150172,0 days 00:00:00.253577,60,8,40,120,68,COMPLETE
578,3.9700718375424495,2023-12-07 12:54:33.151320,2023-12-07 12:54:33.394980,0 days 00:00:00.243660,64,4,36,120,64,COMPLETE
579,1.9903475891152458,2023-12-07 12:54:33.395999,2023-12-07 12:54:33.648095,0 days 00:00:00.252096,68,8,44,120,72,COMPLETE
580,4.057901658315853,2023-12-07 12:54:33.649015,2023-12-07 12:54:33.896219,0 days 00:00:00.247204,64,4,40,120,64,COMPLETE
581,4.424350506325201,2023-12-07 12:54:33.897191,2023-12-07 12:54:34.148046,0 days 00:00:00.250855,60,4,40,120,68,COMPLETE
582,2.746952235160358,2023-12-07 12:54:34.148944,2023-12-07 12:54:34.395303,0 days 00:00:00.246359,64,4,40,144,68,COMPLETE
583,2.9024714206125988,2023-12-07 12:54:34.396770,2023-12-07 12:54:34.659971,0 days 00:00:00.263201,64,4,64,120,64,COMPLETE
584,3.0441842015327882,2023-12-07 12:54:34.661129,2023-12-07 12:54:34.911042,0 days 00:00:00.249913,40,8,36,120,68,COMPLETE
585,3.811936768578881,2023-12-07 12:54:34.911991,2023-12-07 12:54:35.159648,0 days 00:00:00.247657,68,4,44,120,68,COMPLETE
586,4.4322972054347805,2023-12-07 12:54:35.160709,2023-12-07 12:54:35.412327,0 days 00:00:00.251618,64,4,40,120,68,COMPLETE
587,0.8753567212290333,2023-12-07 12:54:35.413251,2023-12-07 12:54:35.658589,0 days 00:00:00.245338,60,8,40,120,16,COMPLETE
588,3.731209226530388,2023-12-07 12:54:35.659653,2023-12-07 12:54:35.907309,0 days 00:00:00.247656,68,4,40,120,72,COMPLETE
589,4.391950886276888,2023-12-07 12:54:35.908313,2023-12-07 12:54:36.155930,0 days 00:00:00.247617,64,4,36,120,68,COMPLETE
590,4.057901658315853,2023-12-07 12:54:36.156992,2023-12-07 12:54:36.392867,0 days 00:00:00.235875,64,4,40,120,64,COMPLETE
591,2.4644576458190466,2023-12-07 12:54:36.393686,2023-12-07 12:54:36.632025,0 days 00:00:00.238339,64,8,68,120,72,COMPLETE
592,1.1530517436584056,2023-12-07 12:54:36.632924,2023-12-07 12:54:36.872272,0 days 00:00:00.239348,60,4,20,120,68,COMPLETE
593,2.577647161191232,2023-12-07 12:54:36.873153,2023-12-07 12:54:37.106488,0 days 00:00:00.233335,64,4,44,144,68,COMPLETE
594,3.251356835348992,2023-12-07 12:54:37.107618,2023-12-07 12:54:37.360333,0 days 00:00:00.252715,68,4,36,120,64,COMPLETE
595,4.0135191330815445,2023-12-07 12:54:37.361472,2023-12-07 12:54:37.605281,0 days 00:00:00.243809,64,8,40,120,68,COMPLETE
596,3.5995209902524268,2023-12-07 12:54:37.606189,2023-12-07 12:54:37.837809,0 days 00:00:00.231620,68,4,48,120,68,COMPLETE
597,4.029164398200101,2023-12-07 12:54:37.838728,2023-12-07 12:54:38.067782,0 days 00:00:00.229054,60,4,40,120,72,COMPLETE
598,2.3432312715430172,2023-12-07 12:54:38.068613,2023-12-07 12:54:38.308963,0 days 00:00:00.240350,64,8,40,120,60,COMPLETE
599,3.6356146104430023,2023-12-07 12:54:38.309874,2023-12-07 12:54:38.553624,0 days 00:00:00.243750,36,4,44,144,68,COMPLETE
600,4.424350506325201,2023-12-07 12:54:38.554623,2023-12-07 12:54:38.827716,0 days 00:00:00.273093,60,4,40,120,68,COMPLETE
601,4.057901658315853,2023-12-07 12:54:38.828873,2023-12-07 12:54:39.077281,0 days 00:00:00.248408,64,4,40,120,64,COMPLETE
602,3.5458886503342475,2023-12-07 12:54:39.078350,2023-12-07 12:54:39.321410,0 days 00:00:00.243060,68,8,36,120,68,COMPLETE
603,3.3156612785106434,2023-12-07 12:54:39.322448,2023-12-07 12:54:39.561889,0 days 00:00:00.239441,44,4,44,120,72,COMPLETE
604,4.4322972054347805,2023-12-07 12:54:39.562830,2023-12-07 12:54:39.797797,0 days 00:00:00.234967,64,4,40,120,68,COMPLETE
605,3.9608739174823087,2023-12-07 12:54:39.798721,2023-12-07 12:54:40.036912,0 days 00:00:00.238191,64,8,36,120,68,COMPLETE
606,4.057901658315853,2023-12-07 12:54:40.037825,2023-12-07 12:54:40.282908,0 days 00:00:00.245083,64,4,40,120,64,COMPLETE
607,0.22267630672963612,2023-12-07 12:54:40.283855,2023-12-07 12:54:40.521436,0 days 00:00:00.237581,60,4,12,96,72,COMPLETE
608,3.6093542263733425,2023-12-07 12:54:40.522624,2023-12-07 12:54:40.751565,0 days 00:00:00.228941,68,8,40,120,68,COMPLETE
609,3.5932581631861957,2023-12-07 12:54:40.752483,2023-12-07 12:54:40.997150,0 days 00:00:00.244667,64,4,48,120,72,COMPLETE
610,4.147616299781392,2023-12-07 12:54:40.998076,2023-12-07 12:54:41.228551,0 days 00:00:00.230475,64,4,44,120,68,COMPLETE
611,3.8034332792595347,2023-12-07 12:54:41.229427,2023-12-07 12:54:41.461963,0 days 00:00:00.232536,68,8,40,120,64,COMPLETE
612,2.650334796290164,2023-12-07 12:54:41.462856,2023-12-07 12:54:41.688346,0 days 00:00:00.225490,64,4,36,144,68,COMPLETE
613,2.2240326825149572,2023-12-07 12:54:41.689187,2023-12-07 12:54:41.915632,0 days 00:00:00.226445,60,4,44,120,48,COMPLETE
614,4.4322972054347805,2023-12-07 12:54:41.916515,2023-12-07 12:54:42.147346,0 days 00:00:00.230831,64,4,40,120,68,COMPLETE
615,-0.6763695450589693,2023-12-07 12:54:42.148211,2023-12-07 12:54:42.378739,0 days 00:00:00.230528,64,4,40,96,12,COMPLETE
616,3.6659623487948947,2023-12-07 12:54:42.379589,2023-12-07 12:54:42.610450,0 days 00:00:00.230861,68,8,36,120,64,COMPLETE
617,2.6395693954056,2023-12-07 12:54:42.611423,2023-12-07 12:54:42.845143,0 days 00:00:00.233720,64,28,40,120,68,COMPLETE
618,4.029164398200101,2023-12-07 12:54:42.846236,2023-12-07 12:54:43.083468,0 days 00:00:00.237232,60,4,40,120,72,COMPLETE
619,1.3362675913246058,2023-12-07 12:54:43.084554,2023-12-07 12:54:43.334788,0 days 00:00:00.250234,64,12,44,120,68,COMPLETE
620,4.029164398200101,2023-12-07 12:54:43.335852,2023-12-07 12:54:43.578969,0 days 00:00:00.243117,60,4,40,120,72,COMPLETE
621,2.2148359938753877,2023-12-07 12:54:43.579943,2023-12-07 12:54:43.824923,0 days 00:00:00.244980,68,4,36,144,68,COMPLETE
622,3.8859451537178207,2023-12-07 12:54:43.826157,2023-12-07 12:54:44.073356,0 days 00:00:00.247199,64,8,40,120,64,COMPLETE
623,4.147616299781392,2023-12-07 12:54:44.074527,2023-12-07 12:54:44.315214,0 days 00:00:00.240687,64,4,44,120,68,COMPLETE
624,4.4322972054347805,2023-12-07 12:54:44.316432,2023-12-07 12:54:44.558725,0 days 00:00:00.242293,64,4,40,120,68,COMPLETE
625,3.8777807637331483,2023-12-07 12:54:44.559891,2023-12-07 12:54:44.786937,0 days 00:00:00.227046,60,8,36,120,64,COMPLETE
626,3.731209226530388,2023-12-07 12:54:44.787802,2023-12-07 12:54:45.016777,0 days 00:00:00.228975,68,4,40,120,72,COMPLETE
627,3.7965564963625784,2023-12-07 12:54:45.018051,2023-12-07 12:54:45.252061,0 days 00:00:00.234010,64,4,40,96,68,COMPLETE
628,2.71964828664774,2023-12-07 12:54:45.252916,2023-12-07 12:54:45.496510,0 days 00:00:00.243594,64,8,44,120,68,COMPLETE
629,4.4322972054347805,2023-12-07 12:54:45.497630,2023-12-07 12:54:45.746077,0 days 00:00:00.248447,64,4,40,120,68,COMPLETE
630,3.594832653791697,2023-12-07 12:54:45.747081,2023-12-07 12:54:45.995935,0 days 00:00:00.248854,28,4,36,144,64,COMPLETE
631,3.623591742238158,2023-12-07 12:54:45.997043,2023-12-07 12:54:46.241510,0 days 00:00:00.244467,60,8,40,120,72,COMPLETE
632,4.4322972054347805,2023-12-07 12:54:46.242585,2023-12-07 12:54:46.661326,0 days 00:00:00.418741,64,4,40,120,68,COMPLETE
633,3.7719617274326795,2023-12-07 12:54:46.662251,2023-12-07 12:54:46.897888,0 days 00:00:00.235637,68,4,44,120,64,COMPLETE
634,4.391950886276888,2023-12-07 12:54:46.898802,2023-12-07 12:54:47.129229,0 days 00:00:00.230427,64,4,36,120,68,COMPLETE
635,3.3467271669182987,2023-12-07 12:54:47.130150,2023-12-07 12:54:47.372528,0 days 00:00:00.242378,68,8,40,120,72,COMPLETE
636,4.064303975328729,2023-12-07 12:54:47.373447,2023-12-07 12:54:47.613756,0 days 00:00:00.240309,60,4,44,96,68,COMPLETE
637,4.391950886276888,2023-12-07 12:54:47.614688,2023-12-07 12:54:47.853409,0 days 00:00:00.238721,64,4,36,120,68,COMPLETE
638,4.4322972054347805,2023-12-07 12:54:47.854452,2023-12-07 12:54:48.089272,0 days 00:00:00.234820,64,4,40,120,68,COMPLETE
639,1.4377357118737437,2023-12-07 12:54:48.090183,2023-12-07 12:54:48.324428,0 days 00:00:00.234245,64,32,40,120,40,COMPLETE
640,3.8034332792595347,2023-12-07 12:54:48.325299,2023-12-07 12:54:48.550596,0 days 00:00:00.225297,68,8,40,120,64,COMPLETE
641,4.029164398200101,2023-12-07 12:54:48.551406,2023-12-07 12:54:48.777589,0 days 00:00:00.226183,60,4,40,120,72,COMPLETE
642,4.2600713381239865,2023-12-07 12:54:48.778525,2023-12-07 12:54:49.006761,0 days 00:00:00.228236,72,4,44,120,68,COMPLETE
643,3.072455962408517,2023-12-07 12:54:49.007617,2023-12-07 12:54:49.235311,0 days 00:00:00.227694,64,8,40,144,36,COMPLETE
644,4.391950886276888,2023-12-07 12:54:49.236162,2023-12-07 12:54:49.469934,0 days 00:00:00.233772,64,4,36,120,68,COMPLETE
645,2.6196541468331866,2023-12-07 12:54:49.470868,2023-12-07 12:54:49.709869,0 days 00:00:00.239001,60,4,44,216,64,COMPLETE
646,2.5406346642971043,2023-12-07 12:54:49.710717,2023-12-07 12:54:49.944888,0 days 00:00:00.234171,64,4,40,96,72,COMPLETE
647,4.0135191330815445,2023-12-07 12:54:49.945894,2023-12-07 12:54:50.210446,0 days 00:00:00.264552,64,8,40,120,68,COMPLETE
648,2.6032239200006497,2023-12-07 12:54:50.211443,2023-12-07 12:54:50.511247,0 days 00:00:00.299804,68,4,36,120,60,COMPLETE
649,4.4322972054347805,2023-12-07 12:54:50.512280,2023-12-07 12:54:50.773077,0 days 00:00:00.260797,64,4,40,120,68,COMPLETE
650,3.971949145677128,2023-12-07 12:54:50.774117,2023-12-07 12:54:51.009480,0 days 00:00:00.235363,60,8,40,120,68,COMPLETE
651,3.8437247462516995,2023-12-07 12:54:51.010332,2023-12-07 12:54:51.236333,0 days 00:00:00.226001,64,4,44,120,64,COMPLETE
652,1.8401907078071158,2023-12-07 12:54:51.237160,2023-12-07 12:54:51.466019,0 days 00:00:00.228859,68,4,40,144,72,COMPLETE
653,4.391950886276888,2023-12-07 12:54:51.466885,2023-12-07 12:54:51.699309,0 days 00:00:00.232424,64,4,36,120,68,COMPLETE
654,4.057901658315853,2023-12-07 12:54:51.700163,2023-12-07 12:54:51.929286,0 days 00:00:00.229123,64,4,40,120,64,COMPLETE
655,1.968421122328433,2023-12-07 12:54:51.930183,2023-12-07 12:54:52.161606,0 days 00:00:00.231423,60,8,44,168,68,COMPLETE
656,3.424740212482573,2023-12-07 12:54:52.162766,2023-12-07 12:54:52.432104,0 days 00:00:00.269338,68,8,40,96,68,COMPLETE
657,4.391950886276888,2023-12-07 12:54:52.433051,2023-12-07 12:54:52.702429,0 days 00:00:00.269378,64,4,36,120,68,COMPLETE
658,0.14040262362189806,2023-12-07 12:54:52.703639,2023-12-07 12:54:52.975972,0 days 00:00:00.272333,20,4,40,120,72,COMPLETE
659,4.147616299781392,2023-12-07 12:54:52.976992,2023-12-07 12:54:53.240123,0 days 00:00:00.263131,64,4,44,120,68,COMPLETE
660,4.424350506325201,2023-12-07 12:54:53.242007,2023-12-07 12:54:53.546944,0 days 00:00:00.304937,60,4,40,120,68,COMPLETE
661,3.7633030115896853,2023-12-07 12:54:53.548112,2023-12-07 12:54:53.800747,0 days 00:00:00.252635,64,8,36,120,72,COMPLETE
662,3.3499515530652992,2023-12-07 12:54:53.801752,2023-12-07 12:54:54.048403,0 days 00:00:00.246651,68,4,40,120,64,COMPLETE
663,2.966908785027821,2023-12-07 12:54:54.049487,2023-12-07 12:54:54.282508,0 days 00:00:00.233021,64,4,40,192,68,COMPLETE
664,-0.07181561613677451,2023-12-07 12:54:54.283434,2023-12-07 12:54:54.517563,0 days 00:00:00.234129,60,72,44,120,64,COMPLETE
665,2.9848480917625198,2023-12-07 12:54:54.518530,2023-12-07 12:54:54.747541,0 days 00:00:00.229011,68,8,40,120,44,COMPLETE
666,2.1848951200440556,2023-12-07 12:54:54.748379,2023-12-07 12:54:54.977504,0 days 00:00:00.229125,64,4,36,144,72,COMPLETE
667,4.4322972054347805,2023-12-07 12:54:54.978347,2023-12-07 12:54:55.221642,0 days 00:00:00.243295,64,4,40,120,68,COMPLETE
668,4.0135191330815445,2023-12-07 12:54:55.222592,2023-12-07 12:54:55.465626,0 days 00:00:00.243034,64,8,40,120,68,COMPLETE
669,3.811936768578881,2023-12-07 12:54:55.466602,2023-12-07 12:54:55.710748,0 days 00:00:00.244146,68,4,44,120,68,COMPLETE
670,4.1198833231230045,2023-12-07 12:54:55.711800,2023-12-07 12:54:55.972405,0 days 00:00:00.260605,60,4,40,120,64,COMPLETE
671,2.852418526048125,2023-12-07 12:54:55.973290,2023-12-07 12:54:56.225567,0 days 00:00:00.252277,64,4,52,120,72,COMPLETE
672,3.3482679503157438,2023-12-07 12:54:56.226478,2023-12-07 12:54:56.467505,0 days 00:00:00.241027,68,12,36,96,68,COMPLETE
673,4.147616299781392,2023-12-07 12:54:56.468448,2023-12-07 12:54:56.714811,0 days 00:00:00.246363,64,4,44,120,68,COMPLETE
674,3.454043673202091,2023-12-07 12:54:56.715792,2023-12-07 12:54:56.955480,0 days 00:00:00.239688,64,24,40,120,68,COMPLETE
675,3.89399448603263,2023-12-07 12:54:56.956514,2023-12-07 12:54:57.195559,0 days 00:00:00.239045,60,8,36,144,64,COMPLETE
676,0.7628069948179259,2023-12-07 12:54:57.196517,2023-12-07 12:54:57.439569,0 days 00:00:00.243052,64,36,40,120,72,COMPLETE
677,2.8331674258844477,2023-12-07 12:54:57.440620,2023-12-07 12:54:57.685839,0 days 00:00:00.245219,64,4,40,24,68,COMPLETE
678,3.811936768578881,2023-12-07 12:54:57.686815,2023-12-07 12:54:57.930352,0 days 00:00:00.243537,68,4,44,120,68,COMPLETE
679,3.7457249278899445,2023-12-07 12:54:57.931340,2023-12-07 12:54:58.168706,0 days 00:00:00.237366,60,8,40,96,64,COMPLETE
680,0.7157857838459443,2023-12-07 12:54:58.169567,2023-12-07 12:54:58.405667,0 days 00:00:00.236100,64,68,36,120,72,COMPLETE
681,1.5017886700203824,2023-12-07 12:54:58.406578,2023-12-07 12:54:58.642534,0 days 00:00:00.235956,64,48,40,120,68,COMPLETE
682,4.147616299781392,2023-12-07 12:54:58.643478,2023-12-07 12:54:58.873442,0 days 00:00:00.229964,64,4,44,120,68,COMPLETE
683,4.1198833231230045,2023-12-07 12:54:58.874313,2023-12-07 12:54:59.115110,0 days 00:00:00.240797,60,4,40,120,64,COMPLETE
684,3.3467271669182987,2023-12-07 12:54:59.116074,2023-12-07 12:54:59.349234,0 days 00:00:00.233160,68,8,40,120,72,COMPLETE
685,4.391950886276888,2023-12-07 12:54:59.350099,2023-12-07 12:54:59.591339,0 days 00:00:00.241240,64,4,36,120,68,COMPLETE
686,2.746952235160358,2023-12-07 12:54:59.592324,2023-12-07 12:54:59.830549,0 days 00:00:00.238225,64,4,40,144,68,COMPLETE
687,3.811936768578881,2023-12-07 12:54:59.831449,2023-12-07 12:55:00.071929,0 days 00:00:00.240480,68,4,44,120,68,COMPLETE
688,3.623591742238158,2023-12-07 12:55:00.072878,2023-12-07 12:55:00.306391,0 days 00:00:00.233513,60,8,40,120,72,COMPLETE
689,2.8929019194715577,2023-12-07 12:55:00.307401,2023-12-07 12:55:00.550128,0 days 00:00:00.242727,64,4,40,96,64,COMPLETE
690,3.0045260397989266,2023-12-07 12:55:00.551171,2023-12-07 12:55:00.785363,0 days 00:00:00.234192,64,20,36,120,68,COMPLETE
691,4.4322972054347805,2023-12-07 12:55:00.786267,2023-12-07 12:55:01.019088,0 days 00:00:00.232821,64,4,40,120,68,COMPLETE
692,3.3467271669182987,2023-12-07 12:55:01.020198,2023-12-07 12:55:01.254617,0 days 00:00:00.234419,68,8,40,120,72,COMPLETE
693,3.871125331955211,2023-12-07 12:55:01.255524,2023-12-07 12:55:01.499574,0 days 00:00:00.244050,60,4,44,120,64,COMPLETE
694,1.5962270378989691,2023-12-07 12:55:01.500530,2023-12-07 12:55:01.739098,0 days 00:00:00.238568,64,44,40,120,68,COMPLETE
695,4.391950886276888,2023-12-07 12:55:01.740183,2023-12-07 12:55:01.980904,0 days 00:00:00.240721,64,4,36,120,68,COMPLETE
696,3.1969994812588167,2023-12-07 12:55:01.981783,2023-12-07 12:55:02.215804,0 days 00:00:00.234021,60,32,16,120,64,COMPLETE
697,3.811936768578881,2023-12-07 12:55:02.216708,2023-12-07 12:55:02.447919,0 days 00:00:00.231211,68,4,44,120,68,COMPLETE
698,3.7119483025063853,2023-12-07 12:55:02.448816,2023-12-07 12:55:02.680285,0 days 00:00:00.231469,64,8,40,120,72,COMPLETE
699,0.0,2023-12-07 12:55:02.681282,2023-12-07 12:55:02.916805,0 days 00:00:00.235523,4,4,40,144,68,COMPLETE
700,4.391950886276888,2023-12-07 12:55:02.917951,2023-12-07 12:55:03.323201,0 days 00:00:00.405250,64,4,36,120,68,COMPLETE
701,4.140668817167323,2023-12-07 12:55:03.324180,2023-12-07 12:55:03.558764,0 days 00:00:00.234584,60,4,44,120,68,COMPLETE
702,3.8034332792595347,2023-12-07 12:55:03.559815,2023-12-07 12:55:03.795599,0 days 00:00:00.235784,68,8,40,120,64,COMPLETE
703,4.1110970984407595,2023-12-07 12:55:03.796495,2023-12-07 12:55:04.036490,0 days 00:00:00.239995,64,4,40,120,72,COMPLETE
704,3.9608739174823087,2023-12-07 12:55:04.037373,2023-12-07 12:55:04.279057,0 days 00:00:00.241684,64,8,36,120,68,COMPLETE
705,3.642708343870249,2023-12-07 12:55:04.279942,2023-12-07 12:55:04.509108,0 days 00:00:00.229166,64,4,44,96,68,COMPLETE
706,3.0969648926350666,2023-12-07 12:55:04.510114,2023-12-07 12:55:04.743395,0 days 00:00:00.233281,68,4,48,120,64,COMPLETE
707,4.424350506325201,2023-12-07 12:55:04.744282,2023-12-07 12:55:04.975159,0 days 00:00:00.230877,60,4,40,120,68,COMPLETE
708,4.093941520396479,2023-12-07 12:55:04.976073,2023-12-07 12:55:05.213083,0 days 00:00:00.237010,72,4,40,120,72,COMPLETE
709,2.8658043224280827,2023-12-07 12:55:05.213998,2023-12-07 12:55:05.450711,0 days 00:00:00.236713,64,8,36,48,68,COMPLETE
710,4.4322972054347805,2023-12-07 12:55:05.451548,2023-12-07 12:55:05.685987,0 days 00:00:00.234439,64,4,40,120,68,COMPLETE
711,0.11623144834452366,2023-12-07 12:55:05.686839,2023-12-07 12:55:05.926589,0 days 00:00:00.239750,68,64,40,120,72,COMPLETE
712,2.5911457817815444,2023-12-07 12:55:05.927547,2023-12-07 12:55:06.164711,0 days 00:00:00.237164,64,4,44,144,60,COMPLETE
713,3.7457249278899445,2023-12-07 12:55:06.165623,2023-12-07 12:55:06.401536,0 days 00:00:00.235913,60,8,40,96,64,COMPLETE
714,2.638865468302307,2023-12-07 12:55:06.402565,2023-12-07 12:55:06.638534,0 days 00:00:00.235969,64,4,40,120,56,COMPLETE
715,3.082034130468615,2023-12-07 12:55:06.639443,2023-12-07 12:55:06.870655,0 days 00:00:00.231212,64,4,36,120,52,COMPLETE
716,2.709599724230924,2023-12-07 12:55:06.871524,2023-12-07 12:55:07.106108,0 days 00:00:00.234584,60,8,44,120,68,COMPLETE
717,4.09204429593979,2023-12-07 12:55:07.107002,2023-12-07 12:55:07.337801,0 days 00:00:00.230799,68,4,40,120,68,COMPLETE
718,4.057901658315853,2023-12-07 12:55:07.338630,2023-12-07 12:55:07.571618,0 days 00:00:00.232988,64,4,40,120,64,COMPLETE
719,3.5812671042631066,2023-12-07 12:55:07.572484,2023-12-07 12:55:07.806069,0 days 00:00:00.233585,48,4,36,120,72,COMPLETE
720,2.746952235160358,2023-12-07 12:55:07.806977,2023-12-07 12:55:08.040727,0 days 00:00:00.233750,64,4,40,144,68,COMPLETE
721,2.709599724230924,2023-12-07 12:55:08.041601,2023-12-07 12:55:08.283904,0 days 00:00:00.242303,60,8,44,120,68,COMPLETE
722,4.09204429593979,2023-12-07 12:55:08.284803,2023-12-07 12:55:08.512758,0 days 00:00:00.227955,68,4,40,120,68,COMPLETE
723,4.391950886276888,2023-12-07 12:55:08.513593,2023-12-07 12:55:08.746094,0 days 00:00:00.232501,64,4,36,120,68,COMPLETE
724,1.5781503101499803,2023-12-07 12:55:08.746933,2023-12-07 12:55:08.981212,0 days 00:00:00.234279,64,12,40,120,64,COMPLETE
725,2.377895035556457,2023-12-07 12:55:08.982100,2023-12-07 12:55:09.212342,0 days 00:00:00.230242,64,8,44,120,72,COMPLETE
726,2.823112572386635,2023-12-07 12:55:09.213248,2023-12-07 12:55:09.448366,0 days 00:00:00.235118,68,4,40,96,68,COMPLETE
727,4.1110970984407595,2023-12-07 12:55:09.449239,2023-12-07 12:55:09.689149,0 days 00:00:00.239910,64,4,40,120,72,COMPLETE
728,4.033008390309566,2023-12-07 12:55:09.690008,2023-12-07 12:55:09.928164,0 days 00:00:00.238156,60,4,36,120,64,COMPLETE
729,-0.9781506032181377,2023-12-07 12:55:09.929252,2023-12-07 12:55:10.173026,0 days 00:00:00.243774,64,4,40,120,20,COMPLETE
730,1.6996154821603837,2023-12-07 12:55:10.173981,2023-12-07 12:55:10.406796,0 days 00:00:00.232815,68,8,44,144,68,COMPLETE
731,4.0135191330815445,2023-12-07 12:55:10.407758,2023-12-07 12:55:10.648739,0 days 00:00:00.240981,64,8,40,120,68,COMPLETE
732,4.383801129048291,2023-12-07 12:55:10.649700,2023-12-07 12:55:10.883595,0 days 00:00:00.233895,60,4,36,120,68,COMPLETE
733,4.1110970984407595,2023-12-07 12:55:10.884522,2023-12-07 12:55:11.126128,0 days 00:00:00.241606,64,4,40,120,72,COMPLETE
734,0.8102639654586479,2023-12-07 12:55:11.127091,2023-12-07 12:55:11.371668,0 days 00:00:00.244577,64,4,44,240,24,COMPLETE
735,2.8404824027179054,2023-12-07 12:55:11.372749,2023-12-07 12:55:11.617425,0 days 00:00:00.244676,68,8,40,96,4,COMPLETE
736,4.033008390309566,2023-12-07 12:55:11.618327,2023-12-07 12:55:11.852032,0 days 00:00:00.233705,60,4,36,120,64,COMPLETE
737,2.698266996636112,2023-12-07 12:55:11.852879,2023-12-07 12:55:12.091280,0 days 00:00:00.238401,64,8,40,120,32,COMPLETE
738,-1.0100675367772578,2023-12-07 12:55:12.092116,2023-12-07 12:55:12.328491,0 days 00:00:00.236375,12,4,60,120,68,COMPLETE
739,1.9284164361240101,2023-12-07 12:55:12.329961,2023-12-07 12:55:12.574961,0 days 00:00:00.245000,64,4,56,120,28,COMPLETE
740,4.1198833231230045,2023-12-07 12:55:12.575853,2023-12-07 12:55:12.808278,0 days 00:00:00.232425,60,4,40,120,64,COMPLETE
741,4.147616299781392,2023-12-07 12:55:12.809120,2023-12-07 12:55:13.049892,0 days 00:00:00.240772,64,4,44,120,68,COMPLETE
742,2.4735928541535737,2023-12-07 12:55:13.050854,2023-12-07 12:55:13.287803,0 days 00:00:00.236949,64,4,40,120,48,COMPLETE
743,0.7160097864049211,2023-12-07 12:55:13.288693,2023-12-07 12:55:13.520187,0 days 00:00:00.231494,68,12,36,144,72,COMPLETE
744,2.7504989062452387,2023-12-07 12:55:13.521078,2023-12-07 12:55:13.758337,0 days 00:00:00.237259,32,8,40,120,68,COMPLETE
745,4.4322972054347805,2023-12-07 12:55:13.759391,2023-12-07 12:55:13.995683,0 days 00:00:00.236292,64,4,40,120,68,COMPLETE
746,4.147616299781392,2023-12-07 12:55:13.996557,2023-12-07 12:55:14.232726,0 days 00:00:00.236169,64,4,44,120,68,COMPLETE
747,3.8034332792595347,2023-12-07 12:55:14.233736,2023-12-07 12:55:14.465531,0 days 00:00:00.231795,68,8,40,120,64,COMPLETE
748,4.383801129048291,2023-12-07 12:55:14.466501,2023-12-07 12:55:14.696635,0 days 00:00:00.230134,60,4,36,120,68,COMPLETE
749,0.5079024010206562,2023-12-07 12:55:14.697620,2023-12-07 12:55:14.929944,0 days 00:00:00.232324,64,4,40,96,8,COMPLETE
750,4.029164398200101,2023-12-07 12:55:14.931136,2023-12-07 12:55:15.163226,0 days 00:00:00.232090,60,4,40,120,72,COMPLETE
751,2.5748978350654883,2023-12-07 12:55:15.164096,2023-12-07 12:55:15.402699,0 days 00:00:00.238603,72,8,44,120,68,COMPLETE
752,4.057901658315853,2023-12-07 12:55:15.403582,2023-12-07 12:55:15.637828,0 days 00:00:00.234246,64,4,40,120,64,COMPLETE
753,3.5458886503342475,2023-12-07 12:55:15.638815,2023-12-07 12:55:15.878728,0 days 00:00:00.239913,68,8,36,120,68,COMPLETE
754,4.1110970984407595,2023-12-07 12:55:15.879605,2023-12-07 12:55:16.115751,0 days 00:00:00.236146,64,4,40,120,72,COMPLETE
755,2.5803254180887363,2023-12-07 12:55:16.116703,2023-12-07 12:55:16.345258,0 days 00:00:00.228555,60,4,44,144,68,COMPLETE
756,4.4322972054347805,2023-12-07 12:55:16.346094,2023-12-07 12:55:16.578657,0 days 00:00:00.232563,64,4,40,120,68,COMPLETE
757,3.3893631007534224,2023-12-07 12:55:16.579517,2023-12-07 12:55:16.812571,0 days 00:00:00.233054,68,8,36,120,72,COMPLETE
758,2.8929019194715577,2023-12-07 12:55:16.813458,2023-12-07 12:55:17.045447,0 days 00:00:00.231989,64,4,40,96,64,COMPLETE
759,4.4322972054347805,2023-12-07 12:55:17.046356,2023-12-07 12:55:17.278438,0 days 00:00:00.232082,64,4,40,120,68,COMPLETE
760,4.147616299781392,2023-12-07 12:55:17.279307,2023-12-07 12:55:17.522815,0 days 00:00:00.243508,64,4,44,120,68,COMPLETE
761,2.864969987514946,2023-12-07 12:55:17.523723,2023-12-07 12:55:17.759806,0 days 00:00:00.236083,68,8,36,96,64,COMPLETE
762,4.424350506325201,2023-12-07 12:55:17.760999,2023-12-07 12:55:17.995736,0 days 00:00:00.234737,60,4,40,120,68,COMPLETE
763,4.4322972054347805,2023-12-07 12:55:17.996617,2023-12-07 12:55:18.227202,0 days 00:00:00.230585,64,4,40,120,68,COMPLETE
764,2.0800010872063317,2023-12-07 12:55:18.228088,2023-12-07 12:55:18.457855,0 days 00:00:00.229767,64,8,44,120,52,COMPLETE
