number,value,datetime_start,datetime_complete,duration,params_BBand_window,params_OI_window_MA_f,params_OI_window_MA_s,params_RV_period,params_RV_window,state
190,4.1198833231230045,2023-12-07 12:53:05.654205,2023-12-07 12:53:05.867513,0 days 00:00:00.213308,60,4,40,120,64,COMPLETE
191,4.424350506325201,2023-12-07 12:53:05.868275,2023-12-07 12:53:06.081578,0 days 00:00:00.213303,60,4,40,120,68,COMPLETE
192,4.424350506325201,2023-12-07 12:53:06.082442,2023-12-07 12:53:06.295126,0 days 00:00:00.212684,60,4,40,120,68,COMPLETE
193,-0.49370329380034983,2023-12-07 12:53:06.295885,2023-12-07 12:53:06.509809,0 days 00:00:00.213924,60,68,40,120,64,COMPLETE
194,0.6802295189990105,2023-12-07 12:53:06.510751,2023-12-07 12:53:06.722557,0 days 00:00:00.211806,60,4,40,24,64,COMPLETE
195,4.424350506325201,2023-12-07 12:53:06.723334,2023-12-07 12:53:06.938916,0 days 00:00:00.215582,60,4,40,120,68,COMPLETE
196,3.971949145677128,2023-12-07 12:53:06.939749,2023-12-07 12:53:07.154776,0 days 00:00:00.215027,60,8,40,120,68,COMPLETE
197,4.221658099255148,2023-12-07 12:53:07.155602,2023-12-07 12:53:07.367933,0 days 00:00:00.212331,60,4,40,96,68,COMPLETE
198,3.854530518137477,2023-12-07 12:53:07.368773,2023-12-07 12:53:07.582529,0 days 00:00:00.213756,60,4,40,96,64,COMPLETE
199,3.994152919403254,2023-12-07 12:53:07.583347,2023-12-07 12:53:07.797660,0 days 00:00:00.214313,60,8,40,96,68,COMPLETE
200,3.854530518137477,2023-12-07 12:53:07.798491,2023-12-07 12:53:08.012567,0 days 00:00:00.214076,60,4,40,96,64,COMPLETE
201,3.4378806102142,2023-12-07 12:53:08.013345,2023-12-07 12:53:08.241030,0 days 00:00:00.227685,60,4,40,72,68,COMPLETE
202,4.424350506325201,2023-12-07 12:53:08.242025,2023-12-07 12:53:08.471503,0 days 00:00:00.229478,60,4,40,120,68,COMPLETE
203,2.0631709594586756,2023-12-07 12:53:08.472432,2023-12-07 12:53:08.699069,0 days 00:00:00.226637,60,4,40,120,36,COMPLETE
204,4.424350506325201,2023-12-07 12:53:08.700104,2023-12-07 12:53:08.918697,0 days 00:00:00.218593,60,4,40,120,68,COMPLETE
205,3.971949145677128,2023-12-07 12:53:08.919562,2023-12-07 12:53:09.131936,0 days 00:00:00.212374,60,8,40,120,68,COMPLETE
206,4.221658099255148,2023-12-07 12:53:09.132860,2023-12-07 12:53:09.345395,0 days 00:00:00.212535,60,4,40,96,68,COMPLETE
207,4.221658099255148,2023-12-07 12:53:09.346264,2023-12-07 12:53:09.558162,0 days 00:00:00.211898,60,4,40,96,68,COMPLETE
208,2.0720779357635237,2023-12-07 12:53:09.558944,2023-12-07 12:53:09.770883,0 days 00:00:00.211939,60,8,40,96,72,COMPLETE
209,4.221658099255148,2023-12-07 12:53:09.771762,2023-12-07 12:53:09.983355,0 days 00:00:00.211593,60,4,40,96,68,COMPLETE
210,3.4378806102142,2023-12-07 12:53:09.984206,2023-12-07 12:53:10.203792,0 days 00:00:00.219586,60,4,40,72,68,COMPLETE
211,4.221658099255148,2023-12-07 12:53:10.204938,2023-12-07 12:53:10.433193,0 days 00:00:00.228255,60,4,40,96,68,COMPLETE
212,4.221658099255148,2023-12-07 12:53:10.434148,2023-12-07 12:53:10.651779,0 days 00:00:00.217631,60,4,40,96,68,COMPLETE
213,4.221658099255148,2023-12-07 12:53:10.652651,2023-12-07 12:53:10.866988,0 days 00:00:00.214337,60,4,40,96,68,COMPLETE
214,2.5076069827244343,2023-12-07 12:53:10.867792,2023-12-07 12:53:11.078078,0 days 00:00:00.210286,60,4,40,96,72,COMPLETE
215,-0.02762531397424237,2023-12-07 12:53:11.078877,2023-12-07 12:53:11.288930,0 days 00:00:00.210053,16,8,36,96,68,COMPLETE
216,3.7965564963625784,2023-12-07 12:53:11.289710,2023-12-07 12:53:11.501041,0 days 00:00:00.211331,64,4,40,96,68,COMPLETE
217,2.591713426391899,2023-12-07 12:53:11.501808,2023-12-07 12:53:11.711524,0 days 00:00:00.209716,60,4,36,96,72,COMPLETE
218,2.6801497170869584,2023-12-07 12:53:11.712311,2023-12-07 12:53:11.921293,0 days 00:00:00.208982,64,8,40,96,64,COMPLETE
219,4.163536611444732,2023-12-07 12:53:11.922218,2023-12-07 12:53:12.134936,0 days 00:00:00.212718,60,4,36,96,68,COMPLETE
220,4.163536611444732,2023-12-07 12:53:12.135845,2023-12-07 12:53:12.357018,0 days 00:00:00.221173,60,4,36,96,68,COMPLETE
221,4.163536611444732,2023-12-07 12:53:12.357892,2023-12-07 12:53:12.573516,0 days 00:00:00.215624,60,4,36,96,68,COMPLETE
222,4.163536611444732,2023-12-07 12:53:12.574389,2023-12-07 12:53:12.792434,0 days 00:00:00.218045,60,4,36,96,68,COMPLETE
223,4.163536611444732,2023-12-07 12:53:12.793234,2023-12-07 12:53:13.017661,0 days 00:00:00.224427,60,4,36,96,68,COMPLETE
224,3.854530518137477,2023-12-07 12:53:13.018459,2023-12-07 12:53:13.228593,0 days 00:00:00.210134,60,4,40,96,64,COMPLETE
225,3.62291379909147,2023-12-07 12:53:13.229386,2023-12-07 12:53:13.443969,0 days 00:00:00.214583,64,8,36,96,68,COMPLETE
226,3.5217548734356514,2023-12-07 12:53:13.444770,2023-12-07 12:53:13.661665,0 days 00:00:00.216895,60,4,40,72,72,COMPLETE
227,3.800184065590285,2023-12-07 12:53:13.662634,2023-12-07 12:53:13.881156,0 days 00:00:00.218522,64,8,40,96,68,COMPLETE
228,3.858532364360927,2023-12-07 12:53:13.882038,2023-12-07 12:53:14.096848,0 days 00:00:00.214810,56,4,36,96,68,COMPLETE
229,2.5076069827244343,2023-12-07 12:53:14.097739,2023-12-07 12:53:14.310862,0 days 00:00:00.213123,60,4,40,96,72,COMPLETE
230,3.858532364360927,2023-12-07 12:53:14.311720,2023-12-07 12:53:14.521168,0 days 00:00:00.209448,56,4,36,96,68,COMPLETE
231,4.163536611444732,2023-12-07 12:53:14.521940,2023-12-07 12:53:14.889208,0 days 00:00:00.367268,60,4,36,96,68,COMPLETE
232,4.163536611444732,2023-12-07 12:53:14.890092,2023-12-07 12:53:15.106625,0 days 00:00:00.216533,60,4,36,96,68,COMPLETE
233,3.854530518137477,2023-12-07 12:53:15.107414,2023-12-07 12:53:15.321446,0 days 00:00:00.214032,60,4,40,96,64,COMPLETE
234,4.163536611444732,2023-12-07 12:53:15.322227,2023-12-07 12:53:15.536383,0 days 00:00:00.214156,60,4,36,96,68,COMPLETE
235,3.7965564963625784,2023-12-07 12:53:15.537221,2023-12-07 12:53:15.753010,0 days 00:00:00.215789,64,4,40,96,68,COMPLETE
236,3.960568200396024,2023-12-07 12:53:15.753786,2023-12-07 12:53:15.967659,0 days 00:00:00.213873,60,8,36,96,68,COMPLETE
237,3.5217548734356514,2023-12-07 12:53:15.968478,2023-12-07 12:53:16.184838,0 days 00:00:00.216360,60,4,40,72,72,COMPLETE
238,3.9895079245281293,2023-12-07 12:53:16.185713,2023-12-07 12:53:16.402167,0 days 00:00:00.216454,56,4,40,96,68,COMPLETE
239,3.8276235858211582,2023-12-07 12:53:16.402950,2023-12-07 12:53:16.617902,0 days 00:00:00.214952,60,8,36,96,64,COMPLETE
240,-0.7396610015034791,2023-12-07 12:53:16.618743,2023-12-07 12:53:16.832873,0 days 00:00:00.214130,64,4,40,96,20,COMPLETE
241,4.163536611444732,2023-12-07 12:53:16.833601,2023-12-07 12:53:17.048897,0 days 00:00:00.215296,60,4,36,96,68,COMPLETE
242,4.163536611444732,2023-12-07 12:53:17.049906,2023-12-07 12:53:17.267348,0 days 00:00:00.217442,60,4,36,96,68,COMPLETE
243,4.163536611444732,2023-12-07 12:53:17.268056,2023-12-07 12:53:17.481524,0 days 00:00:00.213468,60,4,36,96,68,COMPLETE
244,3.9895079245281293,2023-12-07 12:53:17.482267,2023-12-07 12:53:17.698622,0 days 00:00:00.216355,56,4,40,96,68,COMPLETE
245,4.163536611444732,2023-12-07 12:53:17.699491,2023-12-07 12:53:17.917586,0 days 00:00:00.218095,60,4,36,96,68,COMPLETE
246,4.221658099255148,2023-12-07 12:53:17.918515,2023-12-07 12:53:18.132975,0 days 00:00:00.214460,60,4,40,96,68,COMPLETE
247,2.5406346642971043,2023-12-07 12:53:18.133799,2023-12-07 12:53:18.351369,0 days 00:00:00.217570,64,4,40,96,72,COMPLETE
248,3.749256020519951,2023-12-07 12:53:18.352118,2023-12-07 12:53:18.569843,0 days 00:00:00.217725,56,8,40,96,68,COMPLETE
249,3.854530518137477,2023-12-07 12:53:18.570767,2023-12-07 12:53:18.785640,0 days 00:00:00.214873,60,4,40,96,64,COMPLETE
250,2.9508404386091716,2023-12-07 12:53:18.786435,2023-12-07 12:53:19.002774,0 days 00:00:00.216339,56,8,40,72,68,COMPLETE
251,3.854530518137477,2023-12-07 12:53:19.003617,2023-12-07 12:53:19.220330,0 days 00:00:00.216713,60,4,40,96,64,COMPLETE
252,2.5076069827244343,2023-12-07 12:53:19.221153,2023-12-07 12:53:19.435765,0 days 00:00:00.214612,60,4,40,96,72,COMPLETE
253,3.7312049941605308,2023-12-07 12:53:19.436555,2023-12-07 12:53:19.654607,0 days 00:00:00.218052,64,4,36,96,68,COMPLETE
254,-1.4680766972189134,2023-12-07 12:53:19.655643,2023-12-07 12:53:19.875276,0 days 00:00:00.219633,56,4,40,240,68,COMPLETE
255,3.8276235858211582,2023-12-07 12:53:19.876141,2023-12-07 12:53:20.091452,0 days 00:00:00.215311,60,8,36,96,64,COMPLETE
256,3.7312049941605308,2023-12-07 12:53:20.092274,2023-12-07 12:53:20.307789,0 days 00:00:00.215515,64,4,36,96,68,COMPLETE
257,2.5076069827244343,2023-12-07 12:53:20.308540,2023-12-07 12:53:20.529098,0 days 00:00:00.220558,60,4,40,96,72,COMPLETE
258,3.749256020519951,2023-12-07 12:53:20.529966,2023-12-07 12:53:20.752897,0 days 00:00:00.222931,56,8,40,96,68,COMPLETE
259,2.3001208429524453,2023-12-07 12:53:20.753906,2023-12-07 12:53:20.976089,0 days 00:00:00.222183,32,4,36,96,68,COMPLETE
260,3.854530518137477,2023-12-07 12:53:20.976912,2023-12-07 12:53:21.200467,0 days 00:00:00.223555,60,4,40,96,64,COMPLETE
261,3.4461241122440343,2023-12-07 12:53:21.201257,2023-12-07 12:53:21.420075,0 days 00:00:00.218818,60,8,40,72,72,COMPLETE
262,2.5676323422481278,2023-12-07 12:53:21.420984,2023-12-07 12:53:21.642859,0 days 00:00:00.221875,56,4,32,96,68,COMPLETE
263,4.383801129048291,2023-12-07 12:53:21.643653,2023-12-07 12:53:21.867093,0 days 00:00:00.223440,60,4,36,120,68,COMPLETE
264,3.563561078070884,2023-12-07 12:53:21.868001,2023-12-07 12:53:22.093756,0 days 00:00:00.225755,44,4,40,120,72,COMPLETE
265,3.841938964080676,2023-12-07 12:53:22.094550,2023-12-07 12:53:22.313786,0 days 00:00:00.219236,56,8,36,120,68,COMPLETE
266,4.057901658315853,2023-12-07 12:53:22.314599,2023-12-07 12:53:22.531949,0 days 00:00:00.217350,64,4,40,120,64,COMPLETE
267,4.383801129048291,2023-12-07 12:53:22.532658,2023-12-07 12:53:22.747930,0 days 00:00:00.215272,60,4,36,120,68,COMPLETE
268,4.4322972054347805,2023-12-07 12:53:22.748720,2023-12-07 12:53:22.966553,0 days 00:00:00.217833,64,4,40,120,68,COMPLETE
269,3.7119483025063853,2023-12-07 12:53:22.967322,2023-12-07 12:53:23.188099,0 days 00:00:00.220777,64,8,40,120,72,COMPLETE
270,4.057901658315853,2023-12-07 12:53:23.188855,2023-12-07 12:53:23.408041,0 days 00:00:00.219186,64,4,40,120,64,COMPLETE
271,4.0135191330815445,2023-12-07 12:53:23.408790,2023-12-07 12:53:23.625540,0 days 00:00:00.216750,64,8,40,120,68,COMPLETE
272,4.2639727766994255,2023-12-07 12:53:23.626364,2023-12-07 12:53:23.844150,0 days 00:00:00.217786,56,4,40,120,68,COMPLETE
273,3.703760501858586,2023-12-07 12:53:23.844950,2023-12-07 12:53:24.069495,0 days 00:00:00.224545,56,4,40,120,64,COMPLETE
274,4.2639727766994255,2023-12-07 12:53:24.070440,2023-12-07 12:53:24.287897,0 days 00:00:00.217457,56,4,40,120,68,COMPLETE
275,4.191888318477915,2023-12-07 12:53:24.288893,2023-12-07 12:53:24.511159,0 days 00:00:00.222266,52,4,40,120,68,COMPLETE
276,3.3753506614867885,2023-12-07 12:53:24.512083,2023-12-07 12:53:24.734449,0 days 00:00:00.222366,56,8,40,120,72,COMPLETE
277,4.2639727766994255,2023-12-07 12:53:24.735358,2023-12-07 12:53:24.961788,0 days 00:00:00.226430,56,4,40,120,68,COMPLETE
278,2.5343569309566605,2023-12-07 12:53:24.962733,2023-12-07 12:53:25.184389,0 days 00:00:00.221656,56,4,40,120,52,COMPLETE
279,3.817113158148107,2023-12-07 12:53:25.185264,2023-12-07 12:53:25.408519,0 days 00:00:00.223255,52,4,40,120,64,COMPLETE
280,0.2159238716866877,2023-12-07 12:53:25.409448,2023-12-07 12:53:25.629968,0 days 00:00:00.220520,56,60,36,120,68,COMPLETE
281,1.6970290379999713,2023-12-07 12:53:25.630788,2023-12-07 12:53:25.851664,0 days 00:00:00.220876,56,48,40,120,72,COMPLETE
282,2.3549522791590753,2023-12-07 12:53:25.852477,2023-12-07 12:53:26.073031,0 days 00:00:00.220554,52,8,44,120,68,COMPLETE
283,4.2639727766994255,2023-12-07 12:53:26.074008,2023-12-07 12:53:26.298983,0 days 00:00:00.224975,56,4,40,120,68,COMPLETE
284,3.617953861569354,2023-12-07 12:53:26.299846,2023-12-07 12:53:26.525765,0 days 00:00:00.225919,56,4,36,120,64,COMPLETE
285,2.064377070029977,2023-12-07 12:53:26.526582,2023-12-07 12:53:26.748127,0 days 00:00:00.221545,52,8,40,120,8,COMPLETE
286,3.6909929264760586,2023-12-07 12:53:26.749065,2023-12-07 12:53:26.973742,0 days 00:00:00.224677,56,4,36,120,72,COMPLETE
287,3.768702794390562,2023-12-07 12:53:26.974550,2023-12-07 12:53:27.193059,0 days 00:00:00.218509,56,8,40,120,68,COMPLETE
288,4.06191672478768,2023-12-07 12:53:27.193823,2023-12-07 12:53:27.406240,0 days 00:00:00.212417,56,4,44,120,68,COMPLETE
289,4.226843655618496,2023-12-07 12:53:27.407039,2023-12-07 12:53:27.621168,0 days 00:00:00.214129,56,4,36,120,68,COMPLETE
290,2.891502468723346,2023-12-07 12:53:27.622052,2023-12-07 12:53:27.842617,0 days 00:00:00.220565,52,4,32,120,68,COMPLETE
291,1.8498769520307128,2023-12-07 12:53:27.843463,2023-12-07 12:53:28.057265,0 days 00:00:00.213802,56,8,36,144,72,COMPLETE
292,2.711042307378856,2023-12-07 12:53:28.058151,2023-12-07 12:53:28.272560,0 days 00:00:00.214409,56,4,36,120,28,COMPLETE
293,2.0593896335145905,2023-12-07 12:53:28.273374,2023-12-07 12:53:28.490085,0 days 00:00:00.216711,40,4,32,120,64,COMPLETE
294,3.9567373667539374,2023-12-07 12:53:28.490851,2023-12-07 12:53:28.703806,0 days 00:00:00.212955,48,4,36,120,68,COMPLETE
295,3.841938964080676,2023-12-07 12:53:28.704777,2023-12-07 12:53:28.920660,0 days 00:00:00.215883,56,8,36,120,68,COMPLETE
296,3.703760501858586,2023-12-07 12:53:28.921519,2023-12-07 12:53:29.141172,0 days 00:00:00.219653,56,4,40,120,64,COMPLETE
297,4.207154413782598,2023-12-07 12:53:29.142181,2023-12-07 12:53:29.518832,0 days 00:00:00.376651,52,4,36,120,68,COMPLETE
298,3.7681612993198,2023-12-07 12:53:29.519604,2023-12-07 12:53:29.739754,0 days 00:00:00.220150,56,4,40,120,72,COMPLETE
299,3.0016953117718908,2023-12-07 12:53:29.740647,2023-12-07 12:53:29.959531,0 days 00:00:00.218884,56,8,40,144,68,COMPLETE
300,3.634234836016734,2023-12-07 12:53:29.960294,2023-12-07 12:53:30.176766,0 days 00:00:00.216472,52,4,44,120,64,COMPLETE
301,3.6909929264760586,2023-12-07 12:53:30.177569,2023-12-07 12:53:30.396550,0 days 00:00:00.218981,56,4,36,120,72,COMPLETE
302,1.9270514133914876,2023-12-07 12:53:30.397347,2023-12-07 12:53:30.617979,0 days 00:00:00.220632,60,8,8,120,68,COMPLETE
303,2.9012940417868958,2023-12-07 12:53:30.619026,2023-12-07 12:53:30.836236,0 days 00:00:00.217210,56,4,32,120,68,COMPLETE
304,2.2387552673052133,2023-12-07 12:53:30.837187,2023-12-07 12:53:31.055065,0 days 00:00:00.217878,60,4,40,120,40,COMPLETE
305,4.383801129048291,2023-12-07 12:53:31.056153,2023-12-07 12:53:31.274384,0 days 00:00:00.218231,60,4,36,120,68,COMPLETE
306,3.6909929264760586,2023-12-07 12:53:31.275160,2023-12-07 12:53:31.493398,0 days 00:00:00.218238,56,4,36,120,72,COMPLETE
307,3.9608739174823087,2023-12-07 12:53:31.494148,2023-12-07 12:53:31.713862,0 days 00:00:00.219714,64,8,36,120,68,COMPLETE
308,2.6526117230985675,2023-12-07 12:53:31.714717,2023-12-07 12:53:31.932395,0 days 00:00:00.217678,60,4,36,144,68,COMPLETE
309,2.1850044055324886,2023-12-07 12:53:31.933166,2023-12-07 12:53:32.153584,0 days 00:00:00.220418,52,4,32,120,64,COMPLETE
310,4.0517795405908625,2023-12-07 12:53:32.154385,2023-12-07 12:53:32.373960,0 days 00:00:00.219575,60,8,36,120,68,COMPLETE
311,3.7681612993198,2023-12-07 12:53:32.374844,2023-12-07 12:53:32.594159,0 days 00:00:00.219315,56,4,40,120,72,COMPLETE
312,4.391950886276888,2023-12-07 12:53:32.595024,2023-12-07 12:53:32.833317,0 days 00:00:00.238293,64,4,36,120,68,COMPLETE
313,2.444435940432018,2023-12-07 12:53:32.834167,2023-12-07 12:53:33.066697,0 days 00:00:00.232530,64,4,36,120,48,COMPLETE
314,3.4540453523941403,2023-12-07 12:53:33.067630,2023-12-07 12:53:33.292486,0 days 00:00:00.224856,64,8,32,120,64,COMPLETE
315,1.5803262301072916,2023-12-07 12:53:33.293403,2023-12-07 12:53:33.513626,0 days 00:00:00.220223,24,4,36,120,68,COMPLETE
316,3.9700718375424495,2023-12-07 12:53:33.514525,2023-12-07 12:53:33.734793,0 days 00:00:00.220268,64,4,36,120,64,COMPLETE
317,3.950289051604482,2023-12-07 12:53:33.735547,2023-12-07 12:53:33.956838,0 days 00:00:00.221291,60,4,36,120,72,COMPLETE
318,3.841938964080676,2023-12-07 12:53:33.957727,2023-12-07 12:53:34.176129,0 days 00:00:00.218402,56,8,36,120,68,COMPLETE
319,0.04991035982305745,2023-12-07 12:53:34.176919,2023-12-07 12:53:34.400297,0 days 00:00:00.223378,8,4,32,144,68,COMPLETE
320,4.2639727766994255,2023-12-07 12:53:34.401044,2023-12-07 12:53:34.623665,0 days 00:00:00.222621,56,4,40,120,68,COMPLETE
321,4.191888318477915,2023-12-07 12:53:34.624457,2023-12-07 12:53:34.841210,0 days 00:00:00.216753,52,4,40,120,68,COMPLETE
322,2.4077845757782845,2023-12-07 12:53:34.842007,2023-12-07 12:53:35.062024,0 days 00:00:00.220017,52,8,36,120,60,COMPLETE
323,3.617953861569354,2023-12-07 12:53:35.062772,2023-12-07 12:53:35.282455,0 days 00:00:00.219683,56,4,36,120,64,COMPLETE
324,2.4351573518451417,2023-12-07 12:53:35.283205,2023-12-07 12:53:35.501704,0 days 00:00:00.218499,56,4,32,120,72,COMPLETE
325,4.06191672478768,2023-12-07 12:53:35.502518,2023-12-07 12:53:35.723222,0 days 00:00:00.220704,56,4,44,120,68,COMPLETE
326,3.768702794390562,2023-12-07 12:53:35.724113,2023-12-07 12:53:35.944831,0 days 00:00:00.220718,56,8,40,120,68,COMPLETE
327,2.3107510633700796,2023-12-07 12:53:35.945742,2023-12-07 12:53:36.164875,0 days 00:00:00.219133,56,4,36,120,32,COMPLETE
328,4.4322972054347805,2023-12-07 12:53:36.165693,2023-12-07 12:53:36.383974,0 days 00:00:00.218281,64,4,40,120,68,COMPLETE
329,3.7119483025063853,2023-12-07 12:53:36.384768,2023-12-07 12:53:36.605119,0 days 00:00:00.220351,64,8,40,120,72,COMPLETE
330,3.9700718375424495,2023-12-07 12:53:36.605989,2023-12-07 12:53:36.824034,0 days 00:00:00.218045,64,4,36,120,64,COMPLETE
331,4.4322972054347805,2023-12-07 12:53:36.824807,2023-12-07 12:53:37.046962,0 days 00:00:00.222155,64,4,40,120,68,COMPLETE
332,2.2706322208536402,2023-12-07 12:53:37.047744,2023-12-07 12:53:37.267674,0 days 00:00:00.219930,68,8,44,120,68,COMPLETE
333,3.8437247462516995,2023-12-07 12:53:37.268712,2023-12-07 12:53:37.486815,0 days 00:00:00.218103,64,4,44,120,64,COMPLETE
334,4.4322972054347805,2023-12-07 12:53:37.487585,2023-12-07 12:53:37.706439,0 days 00:00:00.218854,64,4,40,120,68,COMPLETE
335,3.731209226530388,2023-12-07 12:53:37.707205,2023-12-07 12:53:37.926380,0 days 00:00:00.219175,68,4,40,120,72,COMPLETE
336,4.4322972054347805,2023-12-07 12:53:37.927380,2023-12-07 12:53:38.143586,0 days 00:00:00.216206,64,4,40,120,68,COMPLETE
337,2.71964828664774,2023-12-07 12:53:38.144395,2023-12-07 12:53:38.361167,0 days 00:00:00.216772,64,8,44,120,68,COMPLETE
338,4.057901658315853,2023-12-07 12:53:38.362114,2023-12-07 12:53:38.581005,0 days 00:00:00.218891,64,4,40,120,64,COMPLETE
339,4.4322972054347805,2023-12-07 12:53:38.581857,2023-12-07 12:53:38.800706,0 days 00:00:00.218849,64,4,40,120,68,COMPLETE
340,1.9202653507517637,2023-12-07 12:53:38.801599,2023-12-07 12:53:39.018899,0 days 00:00:00.217300,68,8,40,144,72,COMPLETE
341,4.147616299781392,2023-12-07 12:53:39.019780,2023-12-07 12:53:39.238389,0 days 00:00:00.218609,64,4,44,120,68,COMPLETE
342,4.4322972054347805,2023-12-07 12:53:39.239364,2023-12-07 12:53:39.458091,0 days 00:00:00.218727,64,4,40,120,68,COMPLETE
343,4.1110970984407595,2023-12-07 12:53:39.458878,2023-12-07 12:53:39.677451,0 days 00:00:00.218573,64,4,40,120,72,COMPLETE
344,2.71964828664774,2023-12-07 12:53:39.678238,2023-12-07 12:53:39.896265,0 days 00:00:00.218027,64,8,44,120,68,COMPLETE
345,4.09204429593979,2023-12-07 12:53:39.897133,2023-12-07 12:53:40.115988,0 days 00:00:00.218855,68,4,40,120,68,COMPLETE
346,4.057901658315853,2023-12-07 12:53:40.116837,2023-12-07 12:53:40.350608,0 days 00:00:00.233771,64,4,40,120,64,COMPLETE
347,4.1110970984407595,2023-12-07 12:53:40.351462,2023-12-07 12:53:40.571188,0 days 00:00:00.219726,64,4,40,120,72,COMPLETE
348,2.586514223132681,2023-12-07 12:53:40.571984,2023-12-07 12:53:40.789492,0 days 00:00:00.217508,68,24,44,144,68,COMPLETE
349,1.6390374312070746,2023-12-07 12:53:40.790286,2023-12-07 12:53:41.010608,0 days 00:00:00.220322,64,52,40,120,68,COMPLETE
350,3.8859451537178207,2023-12-07 12:53:41.011423,2023-12-07 12:53:41.231246,0 days 00:00:00.219823,64,8,40,120,64,COMPLETE
351,4.09204429593979,2023-12-07 12:53:41.232013,2023-12-07 12:53:41.449465,0 days 00:00:00.217452,68,4,40,120,68,COMPLETE
352,2.737630546534095,2023-12-07 12:53:41.450433,2023-12-07 12:53:41.669174,0 days 00:00:00.218741,64,4,44,120,44,COMPLETE
353,2.212304182648022,2023-12-07 12:53:41.670036,2023-12-07 12:53:41.889163,0 days 00:00:00.219127,64,8,72,120,72,COMPLETE
354,4.4322972054347805,2023-12-07 12:53:41.889986,2023-12-07 12:53:42.108749,0 days 00:00:00.218763,64,4,40,120,68,COMPLETE
355,4.4322972054347805,2023-12-07 12:53:42.109586,2023-12-07 12:53:42.328305,0 days 00:00:00.218719,64,4,40,120,68,COMPLETE
356,4.057901658315853,2023-12-07 12:53:42.329095,2023-12-07 12:53:42.546835,0 days 00:00:00.217740,64,4,40,120,64,COMPLETE
357,2.579903033433277,2023-12-07 12:53:42.547694,2023-12-07 12:53:42.768402,0 days 00:00:00.220708,64,8,68,120,68,COMPLETE
358,1.80284021459893,2023-12-07 12:53:42.769191,2023-12-07 12:53:42.987555,0 days 00:00:00.218364,64,4,40,216,68,COMPLETE
359,3.7719617274326795,2023-12-07 12:53:42.988365,2023-12-07 12:53:43.205958,0 days 00:00:00.217593,68,4,44,120,64,COMPLETE
360,4.1110970984407595,2023-12-07 12:53:43.206732,2023-12-07 12:53:43.425138,0 days 00:00:00.218406,64,4,40,120,72,COMPLETE
361,-1.404259323798247,2023-12-07 12:53:43.426109,2023-12-07 12:53:43.645712,0 days 00:00:00.219603,64,4,44,144,20,COMPLETE
362,3.6093542263733425,2023-12-07 12:53:43.646559,2023-12-07 12:53:43.862735,0 days 00:00:00.216176,68,8,40,120,68,COMPLETE
363,2.420605767759758,2023-12-07 12:53:43.863590,2023-12-07 12:53:44.079619,0 days 00:00:00.216029,64,4,40,120,24,COMPLETE
364,4.0135191330815445,2023-12-07 12:53:44.080458,2023-12-07 12:53:44.454859,0 days 00:00:00.374401,64,8,40,120,68,COMPLETE
365,3.3499515530652992,2023-12-07 12:53:44.455649,2023-12-07 12:53:44.677728,0 days 00:00:00.222079,68,4,40,120,64,COMPLETE
366,2.1474696801486726,2023-12-07 12:53:44.678526,2023-12-07 12:53:44.899225,0 days 00:00:00.220699,64,4,44,120,60,COMPLETE
367,3.2030771707660373,2023-12-07 12:53:44.900121,2023-12-07 12:53:45.121619,0 days 00:00:00.221498,36,4,40,120,72,COMPLETE
368,1.2558740367829555,2023-12-07 12:53:45.122382,2023-12-07 12:53:45.348253,0 days 00:00:00.225871,64,12,40,144,68,COMPLETE
369,0.9011049829792662,2023-12-07 12:53:45.349170,2023-12-07 12:53:45.568590,0 days 00:00:00.219420,64,40,40,120,68,COMPLETE
370,2.709599724230924,2023-12-07 12:53:45.569472,2023-12-07 12:53:45.794148,0 days 00:00:00.224676,60,8,44,120,68,COMPLETE
371,4.1110970984407595,2023-12-07 12:53:45.795003,2023-12-07 12:53:46.023466,0 days 00:00:00.228463,64,4,40,120,72,COMPLETE
372,2.033938911056961,2023-12-07 12:53:46.024273,2023-12-07 12:53:46.245078,0 days 00:00:00.220805,60,44,36,120,68,COMPLETE
373,-0.07148140289047354,2023-12-07 12:53:46.245863,2023-12-07 12:53:46.467979,0 days 00:00:00.222116,60,56,40,120,64,COMPLETE
374,4.147616299781392,2023-12-07 12:53:46.468886,2023-12-07 12:53:46.690973,0 days 00:00:00.222087,64,4,44,120,68,COMPLETE
375,4.391950886276888,2023-12-07 12:53:46.691773,2023-12-07 12:53:46.912978,0 days 00:00:00.221205,64,4,36,120,68,COMPLETE
376,3.3893631007534224,2023-12-07 12:53:46.913765,2023-12-07 12:53:47.136848,0 days 00:00:00.223083,68,8,36,120,72,COMPLETE
377,2.650334796290164,2023-12-07 12:53:47.137661,2023-12-07 12:53:47.359824,0 days 00:00:00.222163,64,4,36,144,68,COMPLETE
378,3.9700718375424495,2023-12-07 12:53:47.360644,2023-12-07 12:53:47.583968,0 days 00:00:00.223324,64,4,36,120,64,COMPLETE
379,3.5458886503342475,2023-12-07 12:53:47.584770,2023-12-07 12:53:47.809956,0 days 00:00:00.225186,68,8,36,120,68,COMPLETE
380,4.1110970984407595,2023-12-07 12:53:47.810884,2023-12-07 12:53:48.034155,0 days 00:00:00.223271,64,4,40,120,72,COMPLETE
381,3.8777807637331483,2023-12-07 12:53:48.034997,2023-12-07 12:53:48.255379,0 days 00:00:00.220382,60,8,36,120,64,COMPLETE
