number,value,datetime_start,datetime_complete,duration,params_BBand_window,params_OI_window_MA_f,params_OI_window_MA_s,params_RV_period,params_RV_window,state
562,1.9839285559416744,2023-12-07 13:36:37.502962,2023-12-07 13:36:37.737582,0 days 00:00:00.234620,40,20,52,96,16,COMPLETE
563,2.218441389745268,2023-12-07 13:36:37.738517,2023-12-07 13:36:37.971482,0 days 00:00:00.232965,32,28,56,120,12,COMPLETE
564,2.908810909292628,2023-12-07 13:36:37.972326,2023-12-07 13:36:38.209160,0 days 00:00:00.236834,44,24,52,144,8,COMPLETE
565,2.884654204229518,2023-12-07 13:36:38.210104,2023-12-07 13:36:38.445059,0 days 00:00:00.234955,44,20,56,120,12,COMPLETE
566,2.866038769014522,2023-12-07 13:36:38.445977,2023-12-07 13:36:38.677409,0 days 00:00:00.231432,48,24,52,24,12,COMPLETE
567,-0.09281488061515539,2023-12-07 13:36:38.678271,2023-12-07 13:36:38.912194,0 days 00:00:00.233923,24,20,52,144,8,COMPLETE
568,2.5281869127299315,2023-12-07 13:36:38.913141,2023-12-07 13:36:39.146398,0 days 00:00:00.233257,44,24,60,120,16,COMPLETE
569,3.084565350421906,2023-12-07 13:36:39.147292,2023-12-07 13:36:39.378429,0 days 00:00:00.231137,44,24,48,144,20,COMPLETE
570,1.3325964471091496,2023-12-07 13:36:39.379274,2023-12-07 13:36:39.613620,0 days 00:00:00.234346,40,20,52,144,12,COMPLETE
571,1.5551585772091705,2023-12-07 13:36:39.614590,2023-12-07 13:36:39.854189,0 days 00:00:00.239599,60,28,56,120,4,COMPLETE
572,3.350274452497499,2023-12-07 13:36:39.855222,2023-12-07 13:36:40.087427,0 days 00:00:00.232205,48,24,56,48,12,COMPLETE
573,2.4882697963203584,2023-12-07 13:36:40.088275,2023-12-07 13:36:40.319243,0 days 00:00:00.230968,44,20,48,144,16,COMPLETE
574,3.1085127509002706,2023-12-07 13:36:40.320084,2023-12-07 13:36:40.551714,0 days 00:00:00.231630,48,24,52,120,8,COMPLETE
575,0.25649654494165686,2023-12-07 13:36:40.552706,2023-12-07 13:36:40.785193,0 days 00:00:00.232487,44,20,52,144,68,COMPLETE
576,3.766916642574789,2023-12-07 13:36:40.786068,2023-12-07 13:36:41.020138,0 days 00:00:00.234070,44,24,52,120,12,COMPLETE
577,3.627468093859758,2023-12-07 13:36:41.021078,2023-12-07 13:36:41.252257,0 days 00:00:00.231179,40,20,56,120,16,COMPLETE
578,3.2224151653853985,2023-12-07 13:36:41.253191,2023-12-07 13:36:41.483791,0 days 00:00:00.230600,48,28,48,96,12,COMPLETE
579,1.2346523012406274,2023-12-07 13:36:41.484720,2023-12-07 13:36:41.715288,0 days 00:00:00.230568,44,16,52,120,8,COMPLETE
580,3.766916642574789,2023-12-07 13:36:41.716141,2023-12-07 13:36:41.948452,0 days 00:00:00.232311,44,24,52,120,12,COMPLETE
581,1.8760526592963664,2023-12-07 13:36:41.949290,2023-12-07 13:36:42.179307,0 days 00:00:00.230017,44,20,52,120,12,COMPLETE
582,2.0824419663124334,2023-12-07 13:36:42.180168,2023-12-07 13:36:42.414685,0 days 00:00:00.234517,56,24,52,120,16,COMPLETE
583,2.6705887298175823,2023-12-07 13:36:42.415592,2023-12-07 13:36:42.647485,0 days 00:00:00.231893,40,24,60,120,12,COMPLETE
584,2.884654204229518,2023-12-07 13:36:42.648470,2023-12-07 13:36:42.883952,0 days 00:00:00.235482,44,20,56,120,12,COMPLETE
585,2.6726085101756687,2023-12-07 13:36:42.885022,2023-12-07 13:36:43.118529,0 days 00:00:00.233507,48,24,56,120,8,COMPLETE
586,0.4477108441565643,2023-12-07 13:36:43.119526,2023-12-07 13:36:43.351998,0 days 00:00:00.232472,40,12,48,120,16,COMPLETE
587,2.7475277149209756,2023-12-07 13:36:43.352912,2023-12-07 13:36:43.585010,0 days 00:00:00.232098,44,28,56,120,12,COMPLETE
588,1.9773240167225519,2023-12-07 13:36:43.585863,2023-12-07 13:36:43.817398,0 days 00:00:00.231535,44,20,48,120,12,COMPLETE
589,3.4717022609843204,2023-12-07 13:36:43.818283,2023-12-07 13:36:44.051295,0 days 00:00:00.233012,48,24,52,96,8,COMPLETE
590,3.447000394996193,2023-12-07 13:36:44.052324,2023-12-07 13:36:44.289406,0 days 00:00:00.237082,40,24,52,120,12,COMPLETE
591,2.3627821447462796,2023-12-07 13:36:44.290288,2023-12-07 13:36:44.521416,0 days 00:00:00.231128,44,32,52,120,16,COMPLETE
592,1.0791877054393733,2023-12-07 13:36:44.522344,2023-12-07 13:36:44.755297,0 days 00:00:00.232953,20,16,56,120,12,COMPLETE
593,1.8925301866682613,2023-12-07 13:36:44.756210,2023-12-07 13:36:44.986759,0 days 00:00:00.230549,48,20,52,120,20,COMPLETE
594,1.8828009457997077,2023-12-07 13:36:44.987678,2023-12-07 13:36:45.221569,0 days 00:00:00.233891,44,72,60,120,8,COMPLETE
595,2.7475277149209756,2023-12-07 13:36:45.222579,2023-12-07 13:36:45.642431,0 days 00:00:00.419852,44,28,56,120,12,COMPLETE
596,1.8760526592963664,2023-12-07 13:36:45.643269,2023-12-07 13:36:45.879649,0 days 00:00:00.236380,44,20,52,120,12,COMPLETE
597,1.7228545428134232,2023-12-07 13:36:45.880612,2023-12-07 13:36:46.120690,0 days 00:00:00.240078,40,24,48,120,8,COMPLETE
598,3.478530456838305,2023-12-07 13:36:46.121651,2023-12-07 13:36:46.357198,0 days 00:00:00.235547,48,24,52,120,16,COMPLETE
599,2.884654204229518,2023-12-07 13:36:46.358137,2023-12-07 13:36:46.595164,0 days 00:00:00.237027,44,20,56,120,12,COMPLETE
600,2.9661179809058296,2023-12-07 13:36:46.596021,2023-12-07 13:36:46.833519,0 days 00:00:00.237498,40,28,44,96,12,COMPLETE
601,3.3804778809095852,2023-12-07 13:36:46.834480,2023-12-07 13:36:47.072150,0 days 00:00:00.237670,36,24,52,120,12,COMPLETE
602,0.7717231430351655,2023-12-07 13:36:47.073099,2023-12-07 13:36:47.311046,0 days 00:00:00.237947,44,16,48,120,4,COMPLETE
603,1.4162271136775932,2023-12-07 13:36:47.311987,2023-12-07 13:36:47.549816,0 days 00:00:00.237829,48,20,52,120,8,COMPLETE
604,3.4567772165469246,2023-12-07 13:36:47.550912,2023-12-07 13:36:47.791190,0 days 00:00:00.240278,44,24,52,120,16,COMPLETE
605,3.4686362265995294,2023-12-07 13:36:47.792076,2023-12-07 13:36:48.028076,0 days 00:00:00.236000,44,24,56,120,12,COMPLETE
606,3.65680507023172,2023-12-07 13:36:48.028956,2023-12-07 13:36:48.265672,0 days 00:00:00.236716,48,20,56,120,16,COMPLETE
607,1.5801778681283856,2023-12-07 13:36:48.266654,2023-12-07 13:36:48.504187,0 days 00:00:00.237533,48,16,60,120,20,COMPLETE
608,2.7311853464964533,2023-12-07 13:36:48.505151,2023-12-07 13:36:48.757249,0 days 00:00:00.252098,48,20,60,96,16,COMPLETE
609,2.978147844735938,2023-12-07 13:36:48.758261,2023-12-07 13:36:48.997666,0 days 00:00:00.239405,48,20,56,120,20,COMPLETE
610,2.3063720321593975,2023-12-07 13:36:48.998538,2023-12-07 13:36:49.237791,0 days 00:00:00.239253,48,16,56,120,16,COMPLETE
611,3.65680507023172,2023-12-07 13:36:49.238733,2023-12-07 13:36:49.475439,0 days 00:00:00.236706,48,20,56,120,16,COMPLETE
612,2.811987535916789,2023-12-07 13:36:49.476451,2023-12-07 13:36:49.716873,0 days 00:00:00.240422,48,20,60,192,20,COMPLETE
613,2.3063720321593975,2023-12-07 13:36:49.717919,2023-12-07 13:36:49.957304,0 days 00:00:00.239385,48,16,56,120,16,COMPLETE
614,2.978147844735938,2023-12-07 13:36:49.958358,2023-12-07 13:36:50.198146,0 days 00:00:00.239788,48,20,56,120,20,COMPLETE
615,3.4056536299275226,2023-12-07 13:36:50.199021,2023-12-07 13:36:50.439328,0 days 00:00:00.240307,48,20,60,120,16,COMPLETE
616,3.65680507023172,2023-12-07 13:36:50.440242,2023-12-07 13:36:50.681900,0 days 00:00:00.241658,48,20,56,120,16,COMPLETE
617,2.094816560494467,2023-12-07 13:36:50.682815,2023-12-07 13:36:50.919229,0 days 00:00:00.236414,52,16,56,120,20,COMPLETE
618,1.8868252069517812,2023-12-07 13:36:50.920091,2023-12-07 13:36:51.156861,0 days 00:00:00.236770,52,16,56,120,16,COMPLETE
619,2.7691800422511643,2023-12-07 13:36:51.157777,2023-12-07 13:36:51.396117,0 days 00:00:00.238340,48,20,60,120,20,COMPLETE
620,3.1653157922908197,2023-12-07 13:36:51.396995,2023-12-07 13:36:51.633716,0 days 00:00:00.236721,52,20,56,120,16,COMPLETE
621,1.6928626500307111,2023-12-07 13:36:51.634650,2023-12-07 13:36:51.871189,0 days 00:00:00.236539,48,16,56,96,16,COMPLETE
622,3.65680507023172,2023-12-07 13:36:51.872095,2023-12-07 13:36:52.111830,0 days 00:00:00.239735,48,20,56,120,16,COMPLETE
623,3.4056536299275226,2023-12-07 13:36:52.112729,2023-12-07 13:36:52.348608,0 days 00:00:00.235879,48,20,60,120,16,COMPLETE
624,2.3063720321593975,2023-12-07 13:36:52.349529,2023-12-07 13:36:52.589411,0 days 00:00:00.239882,48,16,56,120,16,COMPLETE
625,3.4398460912330817,2023-12-07 13:36:52.590343,2023-12-07 13:36:52.831544,0 days 00:00:00.241201,52,20,56,120,20,COMPLETE
626,3.4056536299275226,2023-12-07 13:36:52.832441,2023-12-07 13:36:53.077822,0 days 00:00:00.245381,48,20,60,120,16,COMPLETE
627,3.1653157922908197,2023-12-07 13:36:53.078819,2023-12-07 13:36:53.315465,0 days 00:00:00.236646,52,20,56,120,16,COMPLETE
628,1.8474284643206533,2023-12-07 13:36:53.316419,2023-12-07 13:36:53.555135,0 days 00:00:00.238716,48,20,60,240,16,COMPLETE
629,3.274469405511803,2023-12-07 13:36:53.556144,2023-12-07 13:36:53.793088,0 days 00:00:00.236944,48,8,56,120,44,COMPLETE
630,1.5398090621893241,2023-12-07 13:36:53.794125,2023-12-07 13:36:54.033106,0 days 00:00:00.238981,48,16,56,120,20,COMPLETE
631,1.910172298333338,2023-12-07 13:36:54.034063,2023-12-07 13:36:54.271185,0 days 00:00:00.237122,56,20,56,120,16,COMPLETE
632,2.9609953911789324,2023-12-07 13:36:54.272042,2023-12-07 13:36:54.513127,0 days 00:00:00.241085,52,20,60,120,16,COMPLETE
633,2.858151098267954,2023-12-07 13:36:54.514039,2023-12-07 13:36:54.748393,0 days 00:00:00.234354,48,20,56,120,52,COMPLETE
634,1.5754304717428949,2023-12-07 13:36:54.749293,2023-12-07 13:36:54.985905,0 days 00:00:00.236612,48,52,56,120,20,COMPLETE
635,2.3600096728637907,2023-12-07 13:36:54.986872,2023-12-07 13:36:55.230286,0 days 00:00:00.243414,48,16,60,120,16,COMPLETE
636,2.978325232934237,2023-12-07 13:36:55.231243,2023-12-07 13:36:55.468636,0 days 00:00:00.237393,48,20,56,96,16,COMPLETE
637,3.65680507023172,2023-12-07 13:36:55.469574,2023-12-07 13:36:55.705978,0 days 00:00:00.236404,48,20,56,120,16,COMPLETE
638,2.1965142891788743,2023-12-07 13:36:55.706900,2023-12-07 13:36:55.951088,0 days 00:00:00.244188,52,16,60,120,20,COMPLETE
639,3.1653157922908197,2023-12-07 13:36:55.951982,2023-12-07 13:36:56.188498,0 days 00:00:00.236516,52,20,56,120,16,COMPLETE
640,2.978147844735938,2023-12-07 13:36:56.189411,2023-12-07 13:36:56.429666,0 days 00:00:00.240255,48,20,56,120,20,COMPLETE
641,2.061976328688839,2023-12-07 13:36:56.430663,2023-12-07 13:36:56.667108,0 days 00:00:00.236445,64,20,56,120,16,COMPLETE
642,2.3600096728637907,2023-12-07 13:36:56.667999,2023-12-07 13:36:56.905391,0 days 00:00:00.237392,48,16,60,120,16,COMPLETE
643,3.1757523402536396,2023-12-07 13:36:56.906447,2023-12-07 13:36:57.159421,0 days 00:00:00.252974,52,20,56,96,16,COMPLETE
644,1.6064635766065058,2023-12-07 13:36:57.160648,2023-12-07 13:36:57.396930,0 days 00:00:00.236282,48,20,56,120,56,COMPLETE
645,3.4056536299275226,2023-12-07 13:36:57.397863,2023-12-07 13:36:57.636980,0 days 00:00:00.239117,48,20,60,120,16,COMPLETE
646,2.3063720321593975,2023-12-07 13:36:57.638128,2023-12-07 13:36:57.873240,0 days 00:00:00.235112,48,16,56,120,16,COMPLETE
647,3.1653157922908197,2023-12-07 13:36:57.874206,2023-12-07 13:36:58.111518,0 days 00:00:00.237312,52,20,56,120,16,COMPLETE
648,1.5218924140238064,2023-12-07 13:36:58.112407,2023-12-07 13:36:58.352622,0 days 00:00:00.240215,48,36,56,120,20,COMPLETE
649,1.2532913585509413,2023-12-07 13:36:58.353621,2023-12-07 13:36:58.590818,0 days 00:00:00.237197,48,20,36,120,32,COMPLETE
650,2.3600096728637907,2023-12-07 13:36:58.591757,2023-12-07 13:36:58.828641,0 days 00:00:00.236884,48,16,60,120,16,COMPLETE
651,3.1653157922908197,2023-12-07 13:36:58.829513,2023-12-07 13:36:59.064826,0 days 00:00:00.235313,52,20,56,120,16,COMPLETE
652,1.6238722250877942,2023-12-07 13:36:59.065720,2023-12-07 13:36:59.301797,0 days 00:00:00.236077,48,20,56,96,64,COMPLETE
653,2.7691800422511643,2023-12-07 13:36:59.302836,2023-12-07 13:36:59.538610,0 days 00:00:00.235774,48,20,60,120,20,COMPLETE
654,2.3063720321593975,2023-12-07 13:36:59.539536,2023-12-07 13:36:59.777910,0 days 00:00:00.238374,48,16,56,120,16,COMPLETE
655,3.65680507023172,2023-12-07 13:36:59.778824,2023-12-07 13:37:00.015562,0 days 00:00:00.236738,48,20,56,120,16,COMPLETE
656,3.4398460912330817,2023-12-07 13:37:00.016515,2023-12-07 13:37:00.252133,0 days 00:00:00.235618,52,20,56,120,20,COMPLETE
657,1.9957824140592058,2023-12-07 13:37:00.253035,2023-12-07 13:37:00.490477,0 days 00:00:00.237442,52,16,60,120,16,COMPLETE
658,-0.805432788450189,2023-12-07 13:37:00.491480,2023-12-07 13:37:00.736299,0 days 00:00:00.244819,48,20,4,120,16,COMPLETE
659,3.65680507023172,2023-12-07 13:37:00.737227,2023-12-07 13:37:00.973842,0 days 00:00:00.236615,48,20,56,120,16,COMPLETE
660,1.2879992053444698,2023-12-07 13:37:00.974826,2023-12-07 13:37:01.210965,0 days 00:00:00.236139,52,16,40,120,16,COMPLETE
661,2.0690283623728636,2023-12-07 13:37:01.211864,2023-12-07 13:37:01.448060,0 days 00:00:00.236196,56,20,56,120,20,COMPLETE
662,1.5801778681283856,2023-12-07 13:37:01.448957,2023-12-07 13:37:01.684649,0 days 00:00:00.235692,48,16,60,120,20,COMPLETE
663,3.65680507023172,2023-12-07 13:37:01.685597,2023-12-07 13:37:01.921845,0 days 00:00:00.236248,48,20,56,120,16,COMPLETE
664,2.9609953911789324,2023-12-07 13:37:01.922869,2023-12-07 13:37:02.160659,0 days 00:00:00.237790,52,20,60,120,16,COMPLETE
665,2.1514121950416385,2023-12-07 13:37:02.161605,2023-12-07 13:37:02.400170,0 days 00:00:00.238565,48,16,56,96,20,COMPLETE
666,3.4056536299275226,2023-12-07 13:37:02.401118,2023-12-07 13:37:02.639499,0 days 00:00:00.238381,48,20,60,120,16,COMPLETE
667,3.4398460912330817,2023-12-07 13:37:02.640409,2023-12-07 13:37:02.878828,0 days 00:00:00.238419,52,20,56,120,20,COMPLETE
668,2.3063720321593975,2023-12-07 13:37:02.879828,2023-12-07 13:37:03.116381,0 days 00:00:00.236553,48,16,56,120,16,COMPLETE
669,3.4056536299275226,2023-12-07 13:37:03.117466,2023-12-07 13:37:03.350036,0 days 00:00:00.232570,48,20,60,120,16,COMPLETE
670,1.9778074441403337,2023-12-07 13:37:03.350927,2023-12-07 13:37:03.587358,0 days 00:00:00.236431,52,12,56,120,20,COMPLETE
671,3.65680507023172,2023-12-07 13:37:03.588328,2023-12-07 13:37:03.826972,0 days 00:00:00.238644,48,20,56,120,16,COMPLETE
672,3.65680507023172,2023-12-07 13:37:03.828036,2023-12-07 13:37:04.271155,0 days 00:00:00.443119,48,20,56,120,16,COMPLETE
673,2.1965142891788743,2023-12-07 13:37:04.272013,2023-12-07 13:37:04.513023,0 days 00:00:00.241010,52,16,60,120,20,COMPLETE
674,3.65680507023172,2023-12-07 13:37:04.513962,2023-12-07 13:37:04.764947,0 days 00:00:00.250985,48,20,56,120,16,COMPLETE
675,2.094816560494467,2023-12-07 13:37:04.765924,2023-12-07 13:37:05.006330,0 days 00:00:00.240406,52,16,56,120,20,COMPLETE
676,2.978147844735938,2023-12-07 13:37:05.007220,2023-12-07 13:37:05.248380,0 days 00:00:00.241160,48,20,56,120,20,COMPLETE
677,2.7311853464964533,2023-12-07 13:37:05.249348,2023-12-07 13:37:05.490843,0 days 00:00:00.241495,48,20,60,96,16,COMPLETE
678,2.3063720321593975,2023-12-07 13:37:05.491704,2023-12-07 13:37:05.732165,0 days 00:00:00.240461,48,16,56,120,16,COMPLETE
679,1.8868252069517812,2023-12-07 13:37:05.733301,2023-12-07 13:37:05.974657,0 days 00:00:00.241356,52,16,56,120,16,COMPLETE
680,3.4056536299275226,2023-12-07 13:37:05.975587,2023-12-07 13:37:06.215761,0 days 00:00:00.240174,48,20,60,120,16,COMPLETE
681,2.978147844735938,2023-12-07 13:37:06.216683,2023-12-07 13:37:06.456335,0 days 00:00:00.239652,48,20,56,120,20,COMPLETE
682,3.6684770372718964,2023-12-07 13:37:06.457279,2023-12-07 13:37:06.698379,0 days 00:00:00.241100,48,20,56,120,40,COMPLETE
683,2.9609953911789324,2023-12-07 13:37:06.699416,2023-12-07 13:37:06.941643,0 days 00:00:00.242227,52,20,60,120,16,COMPLETE
684,2.3600096728637907,2023-12-07 13:37:06.942594,2023-12-07 13:37:07.184970,0 days 00:00:00.242376,48,16,60,120,16,COMPLETE
685,3.0879876485894147,2023-12-07 13:37:07.185939,2023-12-07 13:37:07.429219,0 days 00:00:00.243280,48,20,56,96,40,COMPLETE
686,2.19469144506719,2023-12-07 13:37:07.430179,2023-12-07 13:37:07.679044,0 days 00:00:00.248865,52,16,56,120,40,COMPLETE
687,3.4398460912330817,2023-12-07 13:37:07.680007,2023-12-07 13:37:07.919917,0 days 00:00:00.239910,52,20,56,120,20,COMPLETE
688,3.0400208608106305,2023-12-07 13:37:07.921182,2023-12-07 13:37:08.158563,0 days 00:00:00.237381,48,20,56,120,36,COMPLETE
689,3.6684770372718964,2023-12-07 13:37:08.159476,2023-12-07 13:37:08.399062,0 days 00:00:00.239586,48,20,56,120,40,COMPLETE
690,3.2851158846911934,2023-12-07 13:37:08.400008,2023-12-07 13:37:08.651068,0 days 00:00:00.251060,52,20,60,120,40,COMPLETE
691,3.6684770372718964,2023-12-07 13:37:08.652229,2023-12-07 13:37:08.893713,0 days 00:00:00.241484,48,20,56,120,40,COMPLETE
692,2.549135865122666,2023-12-07 13:37:08.894626,2023-12-07 13:37:09.137712,0 days 00:00:00.243086,48,16,56,120,40,COMPLETE
693,3.6684770372718964,2023-12-07 13:37:09.138619,2023-12-07 13:37:09.381738,0 days 00:00:00.243119,48,20,56,120,40,COMPLETE
694,3.398097910297079,2023-12-07 13:37:09.382807,2023-12-07 13:37:09.624106,0 days 00:00:00.241299,52,20,56,120,44,COMPLETE
695,3.6684770372718964,2023-12-07 13:37:09.625136,2023-12-07 13:37:09.869394,0 days 00:00:00.244258,48,20,56,120,40,COMPLETE
696,2.19469144506719,2023-12-07 13:37:09.870314,2023-12-07 13:37:10.113269,0 days 00:00:00.242955,52,16,56,120,40,COMPLETE
697,3.8096093429312172,2023-12-07 13:37:10.114178,2023-12-07 13:37:10.353649,0 days 00:00:00.239471,48,20,56,120,44,COMPLETE
698,3.518887517403897,2023-12-07 13:37:10.354544,2023-12-07 13:37:10.595728,0 days 00:00:00.241184,48,20,60,120,40,COMPLETE
699,2.876590684435452,2023-12-07 13:37:10.596638,2023-12-07 13:37:10.834997,0 days 00:00:00.238359,48,20,56,96,44,COMPLETE
700,2.19469144506719,2023-12-07 13:37:10.835969,2023-12-07 13:37:11.082933,0 days 00:00:00.246964,52,16,56,120,40,COMPLETE
701,3.72541063760457,2023-12-07 13:37:11.083951,2023-12-07 13:37:11.323182,0 days 00:00:00.239231,48,20,60,120,44,COMPLETE
702,2.319348942135319,2023-12-07 13:37:11.324165,2023-12-07 13:37:11.562931,0 days 00:00:00.238766,52,64,56,120,48,COMPLETE
703,3.6684770372718964,2023-12-07 13:37:11.563852,2023-12-07 13:37:11.804143,0 days 00:00:00.240291,48,20,56,120,40,COMPLETE
704,3.0400208608106305,2023-12-07 13:37:11.805217,2023-12-07 13:37:12.047376,0 days 00:00:00.242159,48,20,56,120,36,COMPLETE
705,3.398097910297079,2023-12-07 13:37:12.048332,2023-12-07 13:37:12.287644,0 days 00:00:00.239312,52,20,56,120,44,COMPLETE
706,2.00766949183215,2023-12-07 13:37:12.288635,2023-12-07 13:37:12.542015,0 days 00:00:00.253380,48,16,60,96,40,COMPLETE
707,3.6684770372718964,2023-12-07 13:37:12.542993,2023-12-07 13:37:12.782587,0 days 00:00:00.239594,48,20,56,120,40,COMPLETE
708,3.72541063760457,2023-12-07 13:37:12.783579,2023-12-07 13:37:13.023500,0 days 00:00:00.239921,48,20,60,120,44,COMPLETE
709,3.4204992284223095,2023-12-07 13:37:13.024745,2023-12-07 13:37:13.269750,0 days 00:00:00.245005,52,20,60,120,44,COMPLETE
710,3.72541063760457,2023-12-07 13:37:13.270652,2023-12-07 13:37:13.510442,0 days 00:00:00.239790,48,20,60,120,44,COMPLETE
711,2.289767740940479,2023-12-07 13:37:13.511465,2023-12-07 13:37:13.751995,0 days 00:00:00.240530,48,16,60,120,48,COMPLETE
712,3.72541063760457,2023-12-07 13:37:13.752890,2023-12-07 13:37:13.995344,0 days 00:00:00.242454,48,20,60,120,44,COMPLETE
713,2.5589444763908613,2023-12-07 13:37:13.996455,2023-12-07 13:37:14.240354,0 days 00:00:00.243899,52,20,60,96,44,COMPLETE
714,2.8846247932408904,2023-12-07 13:37:14.241385,2023-12-07 13:37:14.479617,0 days 00:00:00.238232,48,16,60,120,44,COMPLETE
715,3.518887517403897,2023-12-07 13:37:14.480485,2023-12-07 13:37:14.719649,0 days 00:00:00.239164,48,20,60,120,40,COMPLETE
716,3.4204992284223095,2023-12-07 13:37:14.720611,2023-12-07 13:37:14.960423,0 days 00:00:00.239812,52,20,60,120,44,COMPLETE
717,2.6267975552594667,2023-12-07 13:37:14.961302,2023-12-07 13:37:15.199239,0 days 00:00:00.237937,48,16,60,120,40,COMPLETE
718,3.72541063760457,2023-12-07 13:37:15.200397,2023-12-07 13:37:15.440335,0 days 00:00:00.239938,48,20,60,120,44,COMPLETE
719,2.460816692244353,2023-12-07 13:37:15.441319,2023-12-07 13:37:15.680100,0 days 00:00:00.238781,52,16,60,120,44,COMPLETE
720,3.72541063760457,2023-12-07 13:37:15.681123,2023-12-07 13:37:15.920392,0 days 00:00:00.239269,48,20,60,120,44,COMPLETE
721,3.2619799142594803,2023-12-07 13:37:15.921389,2023-12-07 13:37:16.173778,0 days 00:00:00.252389,48,20,60,120,48,COMPLETE
722,3.72541063760457,2023-12-07 13:37:16.174697,2023-12-07 13:37:16.415112,0 days 00:00:00.240415,48,20,60,120,44,COMPLETE
723,2.5589444763908613,2023-12-07 13:37:16.416086,2023-12-07 13:37:16.654802,0 days 00:00:00.238716,52,20,60,96,44,COMPLETE
724,2.8846247932408904,2023-12-07 13:37:16.655778,2023-12-07 13:37:16.896226,0 days 00:00:00.240448,48,16,60,120,44,COMPLETE
725,2.697093836319114,2023-12-07 13:37:16.897222,2023-12-07 13:37:17.134961,0 days 00:00:00.237739,48,12,60,120,40,COMPLETE
726,3.4204992284223095,2023-12-07 13:37:17.136099,2023-12-07 13:37:17.377135,0 days 00:00:00.241036,52,20,60,120,44,COMPLETE
727,3.72541063760457,2023-12-07 13:37:17.378081,2023-12-07 13:37:17.619755,0 days 00:00:00.241674,48,20,60,120,44,COMPLETE
728,3.2619799142594803,2023-12-07 13:37:17.620754,2023-12-07 13:37:17.860819,0 days 00:00:00.240065,48,20,60,120,48,COMPLETE
729,2.2913218161104507,2023-12-07 13:37:17.861746,2023-12-07 13:37:18.102187,0 days 00:00:00.240441,56,16,64,120,40,COMPLETE
730,3.72541063760457,2023-12-07 13:37:18.103085,2023-12-07 13:37:18.343231,0 days 00:00:00.240146,48,20,60,120,44,COMPLETE
731,3.4204992284223095,2023-12-07 13:37:18.344195,2023-12-07 13:37:18.583921,0 days 00:00:00.239726,52,20,60,120,44,COMPLETE
732,2.8846247932408904,2023-12-07 13:37:18.584839,2023-12-07 13:37:18.827652,0 days 00:00:00.242813,48,16,60,120,44,COMPLETE
733,3.5951189830896606,2023-12-07 13:37:18.828616,2023-12-07 13:37:19.070613,0 days 00:00:00.241997,48,20,64,120,44,COMPLETE
734,2.8362812569558065,2023-12-07 13:37:19.071877,2023-12-07 13:37:19.310488,0 days 00:00:00.238611,52,20,60,96,40,COMPLETE
735,3.72541063760457,2023-12-07 13:37:19.311540,2023-12-07 13:37:19.557121,0 days 00:00:00.245581,48,20,60,120,44,COMPLETE
736,3.2044027700674964,2023-12-07 13:37:19.558089,2023-12-07 13:37:19.815073,0 days 00:00:00.256984,48,20,64,120,48,COMPLETE
737,2.8846247932408904,2023-12-07 13:37:19.816127,2023-12-07 13:37:20.058304,0 days 00:00:00.242177,48,16,60,120,44,COMPLETE
738,2.836418771172114,2023-12-07 13:37:20.059299,2023-12-07 13:37:20.297188,0 days 00:00:00.237889,52,20,60,120,36,COMPLETE
739,3.5951189830896606,2023-12-07 13:37:20.298086,2023-12-07 13:37:20.537101,0 days 00:00:00.239015,48,20,64,120,44,COMPLETE
740,2.289767740940479,2023-12-07 13:37:20.538024,2023-12-07 13:37:20.778546,0 days 00:00:00.240522,48,16,60,120,48,COMPLETE
741,2.79881959547033,2023-12-07 13:37:20.779493,2023-12-07 13:37:21.019478,0 days 00:00:00.239985,56,20,60,120,40,COMPLETE
742,2.6267975552594667,2023-12-07 13:37:21.020412,2023-12-07 13:37:21.261472,0 days 00:00:00.241060,48,16,60,120,40,COMPLETE
743,3.29128593075645,2023-12-07 13:37:21.262561,2023-12-07 13:37:21.502946,0 days 00:00:00.240385,52,20,64,120,44,COMPLETE
744,3.72541063760457,2023-12-07 13:37:21.503899,2023-12-07 13:37:21.742577,0 days 00:00:00.238678,48,20,60,120,44,COMPLETE
745,3.72541063760457,2023-12-07 13:37:21.743486,2023-12-07 13:37:21.985120,0 days 00:00:00.241634,48,20,60,120,44,COMPLETE
746,2.6721153895652816,2023-12-07 13:37:21.986098,2023-12-07 13:37:22.412053,0 days 00:00:00.425955,48,20,64,96,44,COMPLETE
747,2.8846247932408904,2023-12-07 13:37:22.412976,2023-12-07 13:37:22.656176,0 days 00:00:00.243200,48,16,60,120,44,COMPLETE
748,3.1896936595650134,2023-12-07 13:37:22.657265,2023-12-07 13:37:22.903946,0 days 00:00:00.246681,52,20,60,120,48,COMPLETE
749,3.5951189830896606,2023-12-07 13:37:22.904869,2023-12-07 13:37:23.148265,0 days 00:00:00.243396,48,20,64,120,44,COMPLETE
750,3.1896936595650134,2023-12-07 13:37:23.149184,2023-12-07 13:37:23.392610,0 days 00:00:00.243426,52,20,60,120,48,COMPLETE
751,3.72541063760457,2023-12-07 13:37:23.393721,2023-12-07 13:37:23.646509,0 days 00:00:00.252788,48,20,60,120,44,COMPLETE
752,2.962927960716314,2023-12-07 13:37:23.647492,2023-12-07 13:37:23.894771,0 days 00:00:00.247279,52,16,64,120,44,COMPLETE
